Straßennummer;Straßenname;Folge;Hausnr. (von);Zusatz zur Hausnr (von);Hausnr. (bis);Zusatz zur Hausnr (bis);Ortsbezirk;Stadtteil Name;Stadtbezirk;Stadtbezirksvorst;Schiedsleutebezirk;Sozialrathaus Name;Polizeirevier;Postleitzahl
3581;Berberitzenweg;gerade;2;;;;10;Frankfurter Berg;492;10.71;10;Nord;14;60433
3581;Berberitzenweg;gerade;4;;16;;10;Berkersheim;500;10.74;10;Nord;14;60435
2860;Berger Marktplatz;;;;;;16;Bergen-Enkheim;680;16.83;16;Ost;18;60388
3611;Berger Rathausplatz;;;;;;16;Bergen-Enkheim;680;16.83;16;Ost;18;60388
3495;Berger Schützenhaus (Wohnplatz);;;;;;16;Bergen-Enkheim;680;16.83;16;Ost;18;60388
396;Berger Straße;ungerade;15;;41;;3;Nordend-Ost;130;03.20;3;Ost;3;60316
396;Berger Straße;ungerade;47;;101;;3;Nordend-Ost;230;03.20;3;Ost;3;60316
396;Berger Straße;ungerade;107;;179;;4;Bornheim;240;04.23;4;Ost;6;60385
396;Berger Straße;ungerade;183;;225;;4;Bornheim;271;04.23;4;Ost;6;60385
396;Berger Straße;ungerade;233;;387;;4;Bornheim;272;04.22;4;Ost;6;60385
396;Berger Straße;gerade;4;;42;;3;Nordend-Ost;130;03.20;3;Ost;3;60316
396;Berger Straße;gerade;46;;124b;b;3;Nordend-Ost;230;03.20;3;Ost;3;60316
396;Berger Straße;gerade;126;;190;;4;Bornheim;240;04.23;4;Ost;6;60385
396;Berger Straße;gerade;194;;206;;4;Bornheim;282;04.24;4;Ost;6;60385
396;Berger Straße;gerade;212;;296;;4;Bornheim;281;04.24;4;Ost;6;60385
396;Berger Straße;gerade;308;;458;;4;Bornheim;290;04.22;4;Ost;6;60385
397;Berger Weg;;;;;;11;Seckbach;390;11.75;11;Ost;6;60389
398;Bergesgrundweg;;;;;;5;Sachsenhausen-S.;332;05.29;5A;Sachsenhausen;8;60599
399;Bergmannweg;;;;;;6;Nied;562;06.43;6A;Höchst;16;65934
400;Berkersheimer Bahnstraße;;;;;;10;Berkersheim;500;10.74;10;Nord;14;60435
401;Berkersheimer Hohl;;;;;;10;Berkersheim;500;10.74;10;Nord;14;60435
402;Berkersheimer Obergasse;;;;;;10;Berkersheim;500;10.74;10;Nord;14;60435
403;Berkersheimer Untergasse;;;;;;10;Berkersheim;500;10.74;10;Nord;14;60435
404;Berkersheimer Weg;ungerade;7;;155;;10;Frankfurter Berg;492;10.71;10;Nord;14;60433
404;Berkersheimer Weg;ungerade;163;;205;;9;Eschersheim;451;09.65;9;Dornbusch;12;60433
404;Berkersheimer Weg;gerade;2a;a;102;;10;Frankfurter Berg;492;10.71;10;Nord;14;60433
404;Berkersheimer Weg;gerade;104;;120;;9;Eschersheim;451;09.65;9;Dornbusch;12;60433
405;Berliner Straße;ungerade;;;;;1;Altstadt;010;01.01;1;Ost;1;60311
405;Berliner Straße;gerade;2;;72;;1;Altstadt;010;01.01;1;Ost;1;60311
405;Berliner Straße;gerade;74;;;;1;Innenstadt;040;01.03;1;Ost;1;60311
406;Bernadottestraße;ungerade;;;;;8;Heddernheim;432;08.62;8;Nord;14;60439
406;Bernadottestraße;gerade;;;;;8;Praunheim;426;08.62;7;Nord;14;60439
407;Bernburger Weg;;;;;;6;Zeilsheim;611;06.49;6B;Höchst;17;65931
2761;Berner Straße;;;;;;15;Nieder-Eschbach;670;15.82;15;Nord;14;60437
3543;Bernhard-Becker-Straße;;;;;;3;Nordend-Ost;222;03.18;3;Ost;6;60389
3548;Bernhard-Grzimek-Allee;ungerade;;;;;4;Ostend;251;04.25;4;Ost;5;60316
3548;Bernhard-Grzimek-Allee;gerade;;;;;4;Ostend;140;04.26;4;Ost;5;60316
3662;Bernhard-Hermkes-Straße;;;;;;12;Kalbach-Riedberg;651;12.79;12;Nord;14;60438
408;Bernhard-Mannfeld-Weg;;;;;;5;Sachsenhausen-S.;332;05.29;5A;Sachsenhausen;8;60599
409;Bernusstraße;;;;;;2;Bockenheim;362;02.12;2;Bockenheim;13;60487
2742;Bert-Brecht-Straße;;;;;;15;Nieder-Eschbach;670;15.82;15;Nord;14;60437
3514;Bertha-Bagge-Straße;;;;;;12;Kalbach-Riedberg;651;12.79;12;Nord;14;60438
3754;Bertha-Pappenheim-Platz;;;;;;1;Innenstadt;040;01.03;1;Ost;1;60311
410;Bertha-von-Suttner-Ring;;;;;;5;Sachsenhausen-S.;323;05.30;5A;Sachsenhausen;8;60598
411;Bertholdstraße;;;;;;8;Praunheim;426;08.62;7;Nord;14;60439
413;Bertramstraße;ungerade;21;;43;;3;Nordend-West;202;03.16;3;Dornbusch;12;60320
413;Bertramstraße;ungerade;49;;95;;9;Dornbusch;462;09.69;9;Dornbusch;12;60320
413;Bertramstraße;gerade;2;;8;;3;Nordend-West;202;03.16;3;Dornbusch;12;60320
413;Bertramstraße;gerade;14;;26;;9;Dornbusch;463;09.69;9;Dornbusch;12;60320
414;Bertramswiese;;;;;;3;Nordend-West;202;03.16;3;Dornbusch;12;60320
415;Beselerstraße;;;;;;4;Ostend;252;04.25;4;Ost;5;60385
2861;Bessemerstraße;;;;;;16;Bergen-Enkheim;680;16.83;16;Ost;18;60388
3549;Bessie-Coleman-Straße;;;;;;5;Flughafen;327;05.34;5A;Sachsenhausen;19;60549
416;Bethmann-Hollweg-Straße;;;;;;5;Oberrad;380;05.28;5A;Sachsenhausen;8;60599
417;Bethmannstraße;ungerade;3;;19;;1;Altstadt;010;01.01;1;Ost;1;60311
417;Bethmannstraße;ungerade;23;;41;;1;Innenstadt;040;01.03;1;Ost;1;60311
417;Bethmannstraße;gerade;2;;10;;1;Altstadt;010;01.01;1;Ost;1;60311
417;Bethmannstraße;gerade;50;;58;;1;Innenstadt;040;01.03;1;Ost;1;60311
418;Bettinaplatz;;;;;;2;Westend-Süd;170;02.11;2;Bockenheim;13;60325
419;Bettinastraße;ungerade;;;;;2;Westend-Süd;170;02.11;2;Bockenheim;13;60325
419;Bettinastraße;gerade;;;;;2;Westend-Süd;100;02.11;2;Bockenheim;13;60325
420;Betzdorfer Straße;;;;;;6;Sossenheim;632;06.54;6C;Höchst;17;65936
421;Beunestraße;;;;;;6;Nied;561;06.42;6A;Höchst;16;65934
422;Beuthener Straße;;;;;;5;Sachsenhausen-S.;326;05.34;5A;Sachsenhausen;8;60598
2933;Bickelhof (Wohnplatz);;;;;;16;Bergen-Enkheim;680;16.83;16;Ost;18;60388
2968;Bickenbacher Weg;;;;;;6;Schwanheim;532;06.37;6A;Sachsenhausen;10;60529
423;Biebergasse;;;;;;1;Innenstadt;050;01.02;1;Ost;1;60313
3729;Bieberpark;;;;;;15;Nieder-Eschbach;670;15.82;15;Nord;14;60437
424;Biedenkopfer Weg;;;;;;7;Rödelheim;402;07.56;7;Bockenheim;11;60489
425;Biegweg;;;;;;2;Bockenheim;344;02.14;2;Bockenheim;11;60486
426;Bielefelder Straße;ungerade;1;;35;;6;Zeilsheim;611;06.49;6B;Höchst;17;65931
426;Bielefelder Straße;ungerade;37;;91;;6;Zeilsheim;604;06.49;6B;Höchst;17;65931
426;Bielefelder Straße;gerade;2;;22;;6;Zeilsheim;611;06.49;6B;Höchst;17;65931
426;Bielefelder Straße;gerade;24;;138;;6;Zeilsheim;604;06.49;6B;Höchst;17;65931
427;Bildäckerstraße;;;;;;6;Nied;561;06.42;6A;Höchst;16;65934
428;Billtalstraße;;;;;;6;Höchst;580;06.45;6C;Höchst;17;65929
429;Bilsteinweg;;;;;;10;Preungesheim;470;10.73;10;Dornbusch;12;60435
430;Bindingstraße;;;;;;5;Sachsenhausen-S.;323;05.30;5A;Sachsenhausen;8;60598
431;Bingelsweg;ungerade;;;;;6;Griesheim;542;06.40;6A;Gallus;16;65933
431;Bingelsweg;gerade;40;;80;;6;Griesheim;542;06.40;6A;Gallus;16;65933
431;Bingelsweg;gerade;102;;114;;6;Griesheim;552;06.41;6A;Gallus;16;65933
432;Birkenweg;;;;;;2;Bockenheim;342;02.14;2;Bockenheim;13;60486
432;Birkenweg;;;;;;7;Bockenheim;343;07.57;2;Bockenheim;11;60486
432;Birkenweg;;;;;;7;Bockenheim;343;07.57;2;Bockenheim;13;60486
433;Birkholzweg;;;;;;9;Eschersheim;451;09.65;9;Dornbusch;12;60433
2605;Birminghamstraße;;;;;;6;Nied;562;06.43;6A;Höchst;16;65934
435;Birsteiner Straße;;;;;;11;Fechenheim;510;11.77;11;Ost;18;60386
436;Bischofsheimer Platz;;;;;;1;Gallus;164;01.08;1;Gallus;16;60326
437;Bischofsheimer Straße;;;;;;1;Gallus;164;01.08;1;Gallus;16;60326
438;Bischofsweg;ungerade;1;;19c;c;5;Sachsenhausen-S.;326;05.34;5A;Sachsenhausen;8;60598
438;Bischofsweg;ungerade;25;;65;;5;Sachsenhausen-S.;323;05.30;5A;Sachsenhausen;8;60598
438;Bischofsweg;gerade;6;;12;;5;Sachsenhausen-S.;326;05.34;5A;Sachsenhausen;8;60598
438;Bischofsweg;gerade;32;;62;;5;Sachsenhausen-S.;323;05.30;5A;Sachsenhausen;8;60598
439;Bitterfelder Weg;;;;;;6;Zeilsheim;611;06.49;6B;Höchst;17;65931
440;Blanchardstraße;;;;;;2;Bockenheim;362;02.12;2;Bockenheim;13;60487
441;Blankenburger Weg;;;;;;6;Zeilsheim;611;06.49;6B;Höchst;17;65931
442;Blankenheimer Straße;;;;;;6;Schwanheim;531;06.38;6A;Sachsenhausen;10;60529
443;Blauenstraße;;;;;;5;Niederrad;371;05.35;5B;Sachsenhausen;10;60528
3296;Blauglockenweg;ungerade;;;;;6;Höchst;570;06.44;6C;Höchst;17;65929
3296;Blauglockenweg;gerade;2;;18;;6;Unterliederbach;622;06.52;6C;Höchst;17;65929
3296;Blauglockenweg;gerade;20;;32;;6;Höchst;570;06.44;6C;Höchst;17;65929
444;Blauhandgasse;;;;;;1;Altstadt;010;01.01;1;Ost;1;60311
445;Blauländchenstraße;;;;;;6;Zeilsheim;611;06.49;6B;Höchst;17;65931
3252;Blauwiesenweg;;;;;;8;Heddernheim;431;08.61;8;Nord;14;60439
446;Bleichstraße;;;;;;1;Innenstadt;060;01.02;1;Ost;1;60313
447;Bleidenstraße;;;;;;1;Altstadt;010;01.01;1;Ost;1;60311
448;Bleiweißstraße;;;;;;5;Oberrad;380;05.28;5A;Sachsenhausen;8;60599
450;Blumenstraße;;;;;;3;Nordend-West;120;03.21;3;Ost;3;60318
3294;Blütenweg;ungerade;;;;;6;Höchst;570;06.44;6C;Höchst;17;65929
3294;Blütenweg;gerade;4;;30;;6;Unterliederbach;622;06.52;6C;Höchst;17;65929
3294;Blütenweg;gerade;32;;44;;6;Höchst;570;06.44;6C;Höchst;17;65929
451;Bockenheimer Anlage;;;;;;2;Westend-Süd;110;02.10;2;Bockenheim;3;60322
452;Bockenheimer Landstraße;ungerade;9;;77;;2;Westend-Süd;100;02.11;2;Bockenheim;3;60325
452;Bockenheimer Landstraße;ungerade;79;;111;;2;Westend-Süd;170;02.11;2;Bockenheim;3;60325
452;Bockenheimer Landstraße;ungerade;131;;135;;2;Westend-Süd;170;02.11;2;Bockenheim;13;60325
452;Bockenheimer Landstraße;gerade;2;;4;;2;Westend-Süd;110;02.10;2;Bockenheim;3;60306
452;Bockenheimer Landstraße;gerade;6;;42;;2;Westend-Süd;110;02.10;2;Bockenheim;3;60323
452;Bockenheimer Landstraße;gerade;64;;108;;2;Westend-Süd;180;02.10;2;Bockenheim;3;60323
452;Bockenheimer Landstraße;gerade;124;;;;2;Westend-Süd;180;02.10;2;Bockenheim;3;60325
452;Bockenheimer Landstraße;gerade;134;;138;;2;Bockenheim;361;02.12;2;Bockenheim;13;60325
454;Bockenheimer Wiesenweg;;;;;;2;Bockenheim;362;02.12;2;Bockenheim;13;60487
459;Böcklinstraße;;;;;;5;Sachsenhausen-N.;322;05.33;5A;Sachsenhausen;8;60596
455;Bodelschwinghstraße;ungerade;;;;;11;Fechenheim;510;11.77;11;Ost;18;60386
455;Bodelschwinghstraße;gerade;2;;30;;11;Fechenheim;510;11.77;11;Ost;18;60386
455;Bodelschwinghstraße;gerade;34;;38;;11;Fechenheim;520;11.78;11;Ost;18;60386
456;Bodenbacher Weg;;;;;;5;Sachsenhausen-S.;326;05.34;5A;Sachsenhausen;8;60598
457;Bodenseestraße;;;;;;11;Fechenheim;510;11.77;11;Ost;18;60386
458;Bodenstedtstraße;;;;;;5;Sachsenhausen-N.;324;05.32;5A;Sachsenhausen;8;60594
3304;Bodenweg;;;;;;4;Bornheim;272;04.22;4;Ost;6;60389
460;Boehlepark;;;;;;5;Sachsenhausen-S.;323;05.30;5A;Sachsenhausen;8;60598
461;Böhmerstraße;;;;;;2;Westend-Nord;191;02.09;2;Dornbusch;3;60322
467;Bolongarostraße;ungerade;23;;75;;6;Nied;561;06.42;6A;Höchst;17;65934
467;Bolongarostraße;ungerade;83;;189;;6;Höchst;580;06.45;6C;Höchst;17;65929
467;Bolongarostraße;gerade;2;;68;;6;Nied;561;06.42;6A;Höchst;17;65934
467;Bolongarostraße;gerade;82;;128;;6;Höchst;580;06.45;6C;Höchst;17;65929
467;Bolongarostraße;gerade;130;;186;;6;Höchst;591;06.46;6C;Höchst;17;65929
468;Bommersheimer Straße;;;;;;7;Praunheim;422;07.59;7;Bockenheim;14;60488
469;Bonameser Hainstraße;;;;;;10;Bonames;491;10.70;10;Nord;14;60437
470;Bonameser Hintergasse;;;;;;10;Bonames;491;10.70;10;Nord;14;60437
471;Bonameser Mittelgasse;;;;;;10;Bonames;491;10.70;10;Nord;14;60437
473;Bonameser Straße;ungerade;;;;;9;Eschersheim;451;09.65;9;Dornbusch;12;60433
473;Bonameser Straße;gerade;2;;44;;9;Eschersheim;451;09.65;9;Dornbusch;12;60433
473;Bonameser Straße;gerade;90;;198;;9;Eschersheim;451;09.65;9;Dornbusch;14;60433
3470;Bonifatiuspark;;;;;;12;Kalbach-Riedberg;651;12.79;12;Nord;14;60438
2683;Bonifatiusstraße;;;;;;12;Kalbach-Riedberg;650;12.79;12;Nord;14;60437
462;Bönstädter Straße;;;;;;4;Bornheim;272;04.22;4;Ost;6;60385
475;Bornemannstraße;;;;;;5;Sachsenhausen-S.;332;05.29;5A;Sachsenhausen;8;60599
652;Börneplatz;;;;;;1;Innenstadt;080;01.01;1;Ost;1;60311
3291;Bornheimer Fünffingerplätzchen;;;;;;4;Bornheim;271;04.23;4;Ost;6;60385
3291;Bornheimer Fünffingerplätzchen;;;;;;4;Bornheim;272;04.22;4;Ost;6;60385
3291;Bornheimer Fünffingerplätzchen;;;;;;4;Bornheim;281;04.24;4;Ost;6;60385
476;Bornheimer Landstraße;ungerade;1;;45;;3;Nordend-Ost;230;03.20;3;Ost;3;60316
476;Bornheimer Landstraße;ungerade;49;;79;;3;Nordend-Ost;130;03.20;3;Ost;3;60316
476;Bornheimer Landstraße;gerade;2;;38;;3;Nordend-Ost;230;03.20;3;Ost;3;60316
476;Bornheimer Landstraße;gerade;42;;64;;3;Nordend-Ost;221;03.19;3;Ost;3;60316
477;Bornheimer Landwehr;ungerade;;;;;4;Bornheim;282;04.24;4;Ost;5;60385
477;Bornheimer Landwehr;gerade;;;;;4;Ostend;252;04.25;4;Ost;5;60385
2646;Bornweg;;;;;;13;Nieder-Erlenbach;640;13.80;13;Nord;14;60437
2862;Bornweidstraße;;;;;;16;Bergen-Enkheim;680;16.83;16;Ost;18;60388
478;Bornwiesenweg;ungerade;43;;55;;3;Nordend-West;120;03.21;3;Ost;3;60322
478;Bornwiesenweg;ungerade;61;;81;;3;Nordend-West;201;03.21;3;Dornbusch;3;60322
478;Bornwiesenweg;gerade;2;;14;;3;Nordend-West;120;03.21;3;Ost;3;60322
478;Bornwiesenweg;gerade;18;;34;;3;Nordend-West;201;03.21;3;Dornbusch;3;60322
464;Börsenplatz;;;;;;1;Innenstadt;050;01.02;1;Ost;1;60313
465;Börsenstraße;;;;;;1;Innenstadt;050;01.02;1;Ost;1;60313
479;Borsigallee;ungerade;9;;31;;11;Seckbach;390;11.75;11;Ost;18;60388
479;Borsigallee;ungerade;33;;69;;16;Bergen-Enkheim;680;16.83;16;Ost;18;60388
479;Borsigallee;gerade;2;;24c;c;11;Seckbach;390;11.75;11;Ost;18;60388
479;Borsigallee;gerade;26;;40;;16;Bergen-Enkheim;680;16.83;16;Ost;18;60388
480;Boseweg;;;;;;6;Schwanheim;532;06.37;6A;Sachsenhausen;10;60529
3381;Boskoopstraße;;;;;;10;Preungesheim;470;10.73;10;Dornbusch;12;60435
481;Boßstraße;;;;;;10;Preungesheim;470;10.73;10;Dornbusch;12;60435
482;Bottenhorner Weg;;;;;;7;Rödelheim;402;07.56;7;Bockenheim;11;60489
466;Böttgerstraße;;;;;;3;Nordend-Ost;222;03.18;3;Ost;6;60389
483;Brahmsstraße;;;;;;3;Nordend-West;212;03.17;3;Ost;3;60318
484;Brand;;;;;;6;Höchst;591;06.46;6C;Höchst;17;65929
2647;Brandenburger Weg;;;;;;13;Nieder-Erlenbach;640;13.80;13;Nord;14;60437
3148;Brandhöfchen;;;;;;10;Bonames;491;10.70;10;Nord;14;60437
485;Braubachstraße;;;;;;1;Altstadt;010;01.01;1;Ost;1;60311
486;Braumannstraße;;;;;;10;Preungesheim;470;10.73;10;Dornbusch;12;60435
487;Braunfelsstraße;;;;;;2;Bockenheim;163;02.15;2;Bockenheim;13;60486
488;Braunschweiger Weg;;;;;;6;Zeilsheim;611;06.49;6B;Höchst;17;65931
489;Bregenzer Straße;;;;;;11;Fechenheim;520;11.78;11;Ost;18;60386
490;Breidensteiner Weg;;;;;;7;Rödelheim;402;07.56;7;Bockenheim;11;60489
491;Breite Gasse;;;;;;1;Innenstadt;070;01.01;1;Ost;1;60313
492;Breitenbachbrücke;;;;;;7;Bockenheim;343;07.57;2;Bockenheim;11;60487
492;Breitenbachbrücke;;;;;;7;Bockenheim;343;07.57;2;Bockenheim;13;60487
492;Breitenbachbrücke;;;;;;2;Bockenheim;350;02.13;2;Bockenheim;13;60487
492;Breitenbachbrücke;;;;;;2;Bockenheim;362;02.12;2;Bockenheim;13;60487
493;Breitenbachstraße;;;;;;7;Bockenheim;343;07.57;2;Bockenheim;11;60487
494;Breitlacherstraße;;;;;;7;Rödelheim;402;07.56;7;Bockenheim;11;60489
495;Bremer Platz;;;;;;2;Westend-Nord;191;02.09;2;Dornbusch;3;60322
496;Bremer Straße;ungerade;;;;;2;Westend-Nord;191;02.09;2;Dornbusch;3;60323
496;Bremer Straße;gerade;;;;;2;Westend-Nord;191;02.09;2;Dornbusch;3;60322
497;Brendelstraße;;;;;;7;Hausen;410;07.58;7;Bockenheim;11;60488
498;Brentanopark;;;;;;7;Rödelheim;401;07.55;7;Bockenheim;11;60489
499;Brentanostraße;ungerade;;;;;2;Westend-Süd;100;02.11;2;Bockenheim;13;60325
499;Brentanostraße;gerade;2;;18;;2;Westend-Süd;100;02.11;2;Bockenheim;13;60325
499;Brentanostraße;gerade;18a;a;;;2;Westend-Süd;100;02.11;2;Bockenheim;3;60325
500;Breslauer Straße;;;;;;5;Sachsenhausen-S.;326;05.34;5A;Sachsenhausen;8;60598
501;Breubergstraße;;;;;;5;Niederrad;371;05.35;5B;Sachsenhausen;10;60528
502;Breuerwiesenstraße;;;;;;6;Höchst;580;06.45;6C;Höchst;17;65929
503;Breulsweg;;;;;;5;Sachsenhausen-S.;332;05.29;5A;Sachsenhausen;8;60599
504;Briandring;;;;;;5;Sachsenhausen-S.;323;05.30;5A;Sachsenhausen;8;60598
506;Brohltalstraße;;;;;;6;Schwanheim;531;06.38;6A;Sachsenhausen;10;60529
507;Brombeerpfad;;;;;;6;Griesheim;542;06.40;6A;Gallus;16;65933
508;Brommstraße;;;;;;9;Dornbusch;463;09.69;9;Dornbusch;12;60320
505;Brönnerstraße;;;;;;1;Innenstadt;060;01.02;1;Ost;1;60313
509;Broßstraße;;;;;;2;Bockenheim;362;02.12;2;Bockenheim;13;60487
510;Bruchfeldplatz;;;;;;5;Niederrad;371;05.35;5B;Sachsenhausen;10;60528
511;Bruchfeldstraße;;;;;;5;Niederrad;371;05.35;5B;Sachsenhausen;10;60528
512;Bruchstraße;;;;;;5;Sachsenhausen-N.;324;05.32;5A;Sachsenhausen;8;60594
513;Brückenstraße;ungerade;3;;41;;5;Sachsenhausen-N.;300;05.31;5A;Sachsenhausen;8;60594
513;Brückenstraße;ungerade;43;;79;;5;Sachsenhausen-N.;324;05.32;5A;Sachsenhausen;8;60594
513;Brückenstraße;gerade;32;;60;;5;Sachsenhausen-N.;300;05.31;5A;Sachsenhausen;8;60594
513;Brückenstraße;gerade;66;;94;;5;Sachsenhausen-N.;324;05.32;5A;Sachsenhausen;8;60594
514;Brückhofstraße;;;;;;1;Innenstadt;080;01.01;1;Ost;1;60311
515;Brüder-Grimm-Straße;ungerade;3;;13;;4;Ostend;251;04.25;4;Ost;5;60314
515;Brüder-Grimm-Straße;ungerade;31;;61;;4;Ostend;252;04.25;4;Ost;5;60385
515;Brüder-Grimm-Straße;gerade;8;;16;;4;Ostend;251;04.25;4;Ost;5;60314
515;Brüder-Grimm-Straße;gerade;20;;66;;4;Ostend;252;04.25;4;Ost;5;60385
2863;Bruderhofstraße;;;;;;16;Bergen-Enkheim;680;16.83;16;Ost;18;60388
516;Brühlfeld;;;;;;8;Heddernheim;431;08.61;8;Nord;14;60439
517;Brühlstraße;;;;;;8;Heddernheim;431;08.61;8;Nord;14;60439
3716;Brüningpark;;;;;;6;Höchst;580;06.45;6C;Höchst;17;65929
518;Brüningstraße;ungerade;3;;27;;6;Höchst;591;06.46;6C;Höchst;17;65929
518;Brüningstraße;ungerade;45;;;;6;Höchst;592;06.46;6C;Höchst;17;65929
518;Brüningstraße;gerade;2;;38;;6;Höchst;591;06.46;6C;Höchst;17;65929
518;Brüningstraße;gerade;50;;62;;6;Höchst;592;06.46;6C;Höchst;17;65929
519;Brunnenpfad;;;;;;6;Nied;562;06.43;6A;Höchst;16;65934
520;Brunnenstraße;;;;;;5;Oberrad;380;05.28;5A;Sachsenhausen;8;60599
3147;Bruno-Asch-Anlage;;;;;;6;Höchst;591;06.46;6C;Höchst;17;65929
3034;Bruno-Poelke-Straße;;;;;;2;Bockenheim;163;02.15;2;Bockenheim;13;60486
2627;Bruno-Stürmer-Straße;;;;;;6;Schwanheim;532;06.37;6A;Sachsenhausen;10;60529
3501;Brüsseler Straße;;;;;;1;Gallus;161;01.06;1;Gallus;13;60327
3241;Buber-Neumann-Weg;;;;;;8;Heddernheim;431;08.61;8;Nord;14;60439
521;Buchbornstraße;;;;;;7;Praunheim;422;07.59;7;Bockenheim;14;60488
2934;Buchenhorster Hof (Wohnplatz);;;;;;16;Bergen-Enkheim;680;16.83;16;Ost;18;60388
522;Buchenrodestraße;;;;;;5;Niederrad;371;05.35;5B;Sachsenhausen;10;60528
523;Buchenstraße;;;;;;6;Griesheim;552;06.41;6A;Gallus;16;65933
524;Buchgasse;;;;;;1;Altstadt;010;01.01;1;Ost;1;60311
3319;Buchrainplatz;;;;;;5;Oberrad;380;05.28;5A;Sachsenhausen;8;60599
525;Buchrainstraße;ungerade;3;;97;;5;Oberrad;380;05.28;5A;Sachsenhausen;8;60599
525;Buchrainstraße;ungerade;101;;;;5;Sachsenhausen-S.;332;05.29;5A;Sachsenhausen;8;60599
525;Buchrainstraße;gerade;2;;84;;5;Oberrad;380;05.28;5A;Sachsenhausen;8;60599
525;Buchrainstraße;gerade;94;;;;5;Sachsenhausen-S.;332;05.29;5A;Sachsenhausen;8;60599
3583;Buchsbaumweg;ungerade;;;;;10;Berkersheim;500;10.74;10;Nord;14;60435
3583;Buchsbaumweg;gerade;2;;;;10;Frankfurter Berg;492;10.71;10;Nord;14;60433
3583;Buchsbaumweg;gerade;4;;12;;10;Berkersheim;500;10.74;10;Nord;14;60435
3474;Buchscheerfeldweg;;;;;;5;Sachsenhausen-S.;325;05.34;5A;Sachsenhausen;10;60598
526;Buchwaldstraße;ungerade;;;;;4;Bornheim;290;04.22;4;Ost;6;60385
526;Buchwaldstraße;gerade;;;;;4;Bornheim;281;04.24;4;Ost;6;60385
528;Bückeburger Weg;;;;;;6;Zeilsheim;611;06.49;6B;Höchst;17;65931
2762;Budapester Straße;;;;;;15;Nieder-Eschbach;670;15.82;15;Nord;14;60437
529;Büdinger Straße;;;;;;10;Eckenheim;461;10.72;10;Dornbusch;12;60435
532;Bundenweg;;;;;;9;Dornbusch;463;09.69;9;Dornbusch;12;60320
530;Bürgeler Straße;;;;;;11;Fechenheim;520;11.78;11;Ost;18;60386
574;Burgenlandweg;ungerade;;;;;5;Oberrad;380;05.28;5A;Sachsenhausen;8;60599
574;Burgenlandweg;gerade;;;;;5;Sachsenhausen-S.;332;05.29;5A;Sachsenhausen;8;60599
3564;Bürgermeister-Schubert-Park;;;;;;6;Griesheim;541;06.39;6A;Gallus;16;65933
2713;Bürgerstraße;;;;;;14;Harheim;660;14.81;14;Nord;14;60437
575;Burgfriedenstraße;;;;;;7;Rödelheim;402;07.56;7;Bockenheim;11;60489
576;Burggraben;;;;;;6;Höchst;580;06.45;6C;Höchst;17;65929
577;Burgholzer Platz;;;;;;9;Eschersheim;452;09.66;9;Dornbusch;12;60433
578;Burgholzer Straße;;;;;;9;Eschersheim;452;09.66;9;Dornbusch;12;60433
579;Burglehen;;;;;;11;Fechenheim;520;11.78;11;Ost;18;60386
580;Burgstraße;ungerade;3;;43;;3;Nordend-Ost;221;03.19;3;Ost;3;60316
580;Burgstraße;ungerade;45;;95;;3;Nordend-Ost;222;03.18;3;Ost;6;60389
580;Burgstraße;gerade;2;;58;;3;Nordend-Ost;230;03.20;3;Ost;3;60316
580;Burgstraße;gerade;60;;;;3;Nordend-Ost;230;03.20;3;Ost;3;60385
580;Burgstraße;gerade;68;;134;;4;Bornheim;240;04.23;4;Ost;6;60389
580;Burgstraße;gerade;136;;142;;4;Bornheim;271;04.23;4;Ost;6;60389
581;Burgunderweg;;;;;;6;Unterliederbach;622;06.52;6C;Höchst;17;65929
582;Burnitzstraße;;;;;;5;Sachsenhausen-N.;322;05.33;5A;Sachsenhausen;8;60596
583;Butzbacher Straße;;;;;;3;Nordend-Ost;222;03.18;3;Ost;6;60389
584;Butznickelweg;;;;;;6;Zeilsheim;612;06.50;6B;Höchst;17;65931
585;Buzzistraße;;;;;;2;Bockenheim;163;02.15;2;Bockenheim;13;60486
3003;Cäcilia-Lauth-Spielpark;;;;;;6;Sossenheim;632;06.54;6C;Höchst;17;65936
3758;Cäcilie-Breckheimer-Platz;;;;;;11;Riederwald;262;11.76;11;Ost;18;60386
586;Cäcilienstraße;;;;;;9;Eschersheim;451;09.65;9;Dornbusch;12;60433
587;Camberger Straße;ungerade;;;;;1;Gallus;153;01.05;1;Gallus;4;60327
587;Camberger Straße;gerade;4;;;;1;Gutleutviertel;151;01.04;1;Gallus;4;60327
587;Camberger Straße;gerade;10;;12;;1;Gallus;152;01.06;1;Gallus;4;60327
588;Camillo-Sitte-Weg;;;;;;7;Praunheim;422;07.59;7;Bockenheim;14;60488
2684;Carbonestraße;;;;;;12;Kalbach-Riedberg;650;12.79;12;Nord;14;60437
2792;Carl-Barthel-Weg;;;;;;5;Sachsenhausen-S.;323;05.30;5A;Sachsenhausen;8;60598
1363;Carl-Benz-Straße;ungerade;1;;7;;11;Fechenheim;510;11.77;11;Ost;5;60314
1363;Carl-Benz-Straße;ungerade;9;;11;;11;Fechenheim;510;11.77;11;Ost;18;60314
1363;Carl-Benz-Straße;ungerade;21;;29;;11;Fechenheim;510;11.77;11;Ost;18;60386
1363;Carl-Benz-Straße;ungerade;31;;47;;11;Fechenheim;520;11.78;11;Ost;18;60386
