Straßennummer;Straßenname;Folge;Hausnr. (von);Zusatz zur Hausnr (von);Hausnr. (bis);Zusatz zur Hausnr (bis);Ortsbezirk;Stadtteil Name;Stadtbezirk;Stadtbezirksvorst;Schiedsleutebezirk;Sozialrathaus Name;Polizeirevier;Postleitzahl
;Lilienstraße;gerade;6;;6;;;;;;;;;64747
;Mainstraße;gerade;6;;98;;;;;;;;;64747
;Brückenstraße;gerade;6;;8;;;;;;;;;64750
;Finkenweg;gerade;6;;6;;;;;;;;;64750
;Höchster Straße;gerade;6;;58;;;;;;;;;64750
;Odenwaldstraße;gerade;6;;100;;;;;;;;;64750
;Am Volksbrunnen;gerade;6;;10;;;;;;;;;64753
;Obere Beine;gerade;6;;6;;;;;;;;;64753
;Obere Höfe;gerade;6;;8;;;;;;;;;64753
;Am Rehholz;gerade;6;;6;;;;;;;;;64756
;Elsbacher Weg;gerade;6;;12;;;;;;;;;64756
;Kirchstraße;gerade;6;;42;;;;;;;;;64756
;Mösselbachweg;gerade;6;;6;;;;;;;;;64756
;Ortsweg;gerade;6;;6;;;;;;;;;64756
;Alte Chaussee;gerade;6;;6;;;;;;;;;64760
;Eichenstraße;gerade;6;;88;;;;;;;;;64760
;Erbacher Straße;gerade;6;;90;;;;;;;;;64760
;Ernst-Ludwig-Edelmann-Straße;gerade;6;;12;;;;;;;;;64760
;Geißgasse;gerade;6;;14;;;;;;;;;64760
;Grüneshof;gerade;6;;12;;;;;;;;;64760
;Hohberg;gerade;6;;6;;;;;;;;;64760
;Im Gässel;gerade;6;;8;;;;;;;;;64760
;Lückenweg;gerade;6;;18;;;;;;;;;64760
;Ortsstraße;gerade;6;;36;;;;;;;;;64760
;Schwimmbadstraße;gerade;6;;32;;;;;;;;;64760
;Zum Reitweg;gerade;6;;10;;;;;;;;;64760
;Hofweg;gerade;8;;16;;;;;;;;;64385
;Neuhausstraße;gerade;8;;8;;;;;;;;;64385
;Reichelsheimer Weg;gerade;8;;34;;;;;;;;;64385
;Talstraße;gerade;8;;128;;;;;;;;;64385
;Zu den Windhöfen;gerade;8;;12;;;;;;;;;64385
;Bergweg;gerade;8;;8;;;;;;;;;64395
;Egerländer Straße;gerade;8;;38;;;;;;;;;64395
;An der Stadtwiese;gerade;8;;8;;;;;;;;;64711
;Illigstraße;gerade;8;;12;;;;;;;;;64711
;Im Gräsig;gerade;8;;8;;;;;;;;;64711
;In der Sommerhelle;gerade;8;;8;;;;;;;;;64711
;Lauerbacher Weg;gerade;8;;20;;;;;;;;;64711
;Schöneberger Weg;gerade;8;;8;;;;;;;;;64711
;Sommerseite;gerade;8;;12;;;;;;;;;64711
;Untere Stadtwiese;gerade;8;;28;;;;;;;;;64711
;Hellmut-Hoffmann-Straße;gerade;8;;14;;;;;;;;;64720
;Hochstraße;gerade;8;;42;;;;;;;;;64720
;Am Bärenklingengraben;gerade;8;;16;;;;;;;;;64732
;Kimbacher Straße;gerade;8;;218;;;;;;;;;64732
;ST. Momart Außenliegend;gerade;8;;8;;;;;;;;;64732
;Am Lutherheim;gerade;8;;10;;;;;;;;;64739
;Am Neuen Berg;gerade;8;;62;;;;;;;;;64739
;Himmelsleiter;gerade;8;;10;;;;;;;;;64739
;Pestalozzistraße;gerade;8;;66;;;;;;;;;64739
;Zur Haselburg;gerade;8;;18;;;;;;;;;64739
;Lindenstraße;gerade;8;;46;;;;;;;;;64747
;Wilhelm-Leuschner-Straße;gerade;8;;18;;;;;;;;;64747
;Hauptstraße;gerade;8;;100;;;;;;;;;64750
;Steinbachweg;gerade;8;;8;;;;;;;;;64750
;Alte Straße;gerade;8;;46;;;;;;;;;64760
;Alter Schöllenbacher Weg;gerade;8;;8;;;;;;;;;64760
;Am Schloßberg;gerade;8;;40;;;;;;;;;64760
;Am Waldesrand;gerade;8;;8;;;;;;;;;64760
;Am Wolfsbuckel;gerade;8;;46;;;;;;;;;64760
;Forststraße;gerade;8;;14;;;Hinterbach;;;;;;64760
;Liederbachweg;gerade;8;;8;;;;;;;;;64760
;Ritterstraße;gerade;8;;46;;;;;;;;;64760
;Untere Siegfriedstraße;gerade;8;;24;;;;;;;;;64760
;Winterhelle;gerade;8;;8;;;;;;;;;64760
;Fabrikstraße;gerade;10;;30;;;;;;;;;64385
;Höhenweg;gerade;10;;36;;;;;;;;;64385
;Brunnenkopfweg;gerade;10;;10;;;;;;;;;64711
;Heideweg;gerade;10;;10;;;;;;;;;64711
;Königsberger Straße;gerade;10;;10;;;;;;;;;64711
;Schulweg;gerade;10;;10;;;;;;;;;64711
;Stockheimer Ring;gerade;10;;26;;;;;;;;;64711
;An der Stadtschule;gerade;10;;14;;;;;;;;;64720
;Häfnergasse;gerade;10;;24;;;;;;;;;64720
;Kleine Gasse;gerade;10;;12;;;;;;;;;64720
;Michelstädter Straße;gerade;10;;14;;;;;;;;;64720
;Obere Pfarrgasse;gerade;10;;32;;;;;;;;;64720
;Pfungstädter Weg;gerade;10;;14;;;;;;;;;64720
;Bad König Außenliegend;gerade;10;;50;;;;;;;;;64732
;Böltener Straße;gerade;10;;10;;;;;;;;;64739
;Dr.-Kornmesser-Straße;gerade;10;;42;;;;;;;;;64739
;Zur Friedenslinde;gerade;10;;12;;;;;;;;;64739
;Am Kohlplatz;gerade;10;;110;;;;;;;;;64747
;Waldhausstraße;gerade;10;;10;;;;;;;;;64750
;Ringstraße;gerade;10;;42;;;;;;;;;64756
;Am Wingertsbuckel;gerade;10;;42;;;;;;;;;64760
;Im Wettergrund;gerade;10;;44;;;Finkenbach;;;;;;64760
;Wilhelm-Bechtold-Straße;gerade;10;;12;;;;;;;;;64760
;Blütenstraße;gerade;12;;22;;;;;;;;;64385
;Crumbacher Straße;gerade;12;;26;;;;;;;;;64385
;Freiheitsstraße;gerade;12;;20;;;;;;;;;64385
;Gumpener Straße;gerade;12;;72;;;;;;;;;64385
;Leipziger Straße;gerade;12;;22;;;;;;;;;64711
;Tannenweg;gerade;12;;20;;;;;;;;;64711
;Zum Löwengrund;gerade;12;;26;;;;;;;;;64711
;Kohlgrube;gerade;12;;72;;;;;;;;;64720
;Landrat-Ackermann-Straße;gerade;12;;60;;;;;;;;;64720
;Mauerstraße;gerade;12;;20;;;;;;;;;64720
;August-Schäfer-Weg;gerade;12;;16;;;;;;;;;64732
;Darmstädter Straße;gerade;12;;148;;;;;;;;;64732
;Am Taubenbrunnen;gerade;12;;28;;;;;;;;;64739
;Jahnstraße;gerade;12;;12;;;;;;;;;64739
;Siedlungsweg;gerade;12;;12;;;;;;;;;64739
;Im oberen Bruch;gerade;12;;12;;;;;;;;;64747
;Obere Siegfriedstraße;gerade;12;;22;;;;;;;;;64756
;Almenweg;gerade;12;;16;;;;;;;;;64760
;Am Freudenberg;gerade;12;;20;;;;;;;;;64760
;Kutschenweg;gerade;12;;40;;;;;;;;;64760
;Sportplatzweg;gerade;12;;40;;;;;;;;;64760
;Formbachstraße;gerade;14;;348;;;;;;;;;64385
;Auf der Beine;gerade;14;;28;;;;;;;;;64395
;Robert-Bosch-Straße;gerade;14;;14;;;;;;;;;64711
;Am Schmalberg;gerade;14;;26;;;;;;;;;64720
;Martin-Luther-Straße;gerade;14;;18;;;;;;;;;64732
;Kleingärtenweg;gerade;14;;26;;;;;;;;;64739
;Am Sonnenhang;gerade;14;;14;;;;;;;;;64760
;Im Talgrund;gerade;14;;16;;;;;;;;;64760
;Oberer Mühlweg;gerade;14;;50;;;;;;;;;64760
;Zum Wäldchen;gerade;14;;18;;;;;;;;;64760
;Mummenroth;gerade;16;;16;;;;;;;;;64395
;Marktstraße;gerade;16;;20;;;;;;;;;64720
;Obere Schillerstraße;gerade;16;;36;;;;;;;;;64720
;Am Niehlrain;gerade;16;;18;;;;;;;;;64747
;Dorfstraße;gerade;16;;24;;;;;;;;;64753
;Fürstenauer Eck;gerade;16;;30;;;;;;;;;64753
;Brunnenstraße;gerade;18;;52;;;;;;;;;64711
;Im Tal;gerade;18;;38;;;;;;;;;64711
;Bachgasse;gerade;18;;20;;;;;;;;;64732
;Ziegelhüttenweg;gerade;18;;74;;;;;;;;;64739
;Mühleiche;gerade;18;;34;;;;;;;;;64750
;Wiesenweg;gerade;18;;20;;;;;;;;;64750
;Hasenbuckelweg;gerade;20;;20;;;;;;;;;64385
;Birkenweg;gerade;20;;40;;;Affhöllerbach;;;;;;64395
;Erbacher Straße;gerade;20;;100;;;Nieder-Kainsbach;;;;;;64395
;Untere Seewiese;gerade;20;;20;;;;;;;;;64711
;Außerhalb;gerade;22;;22;;;;;;;;;64747
;Am Dachsberg;gerade;24;;34;;;;;;;;;64756
;Rumillystraße;gerade;26;;56;;;;;;;;;64720
;Annelsbacher Tal;gerade;26;;46;;;;;;;;;64739
;Lindelstraße;gerade;26;;28;;;;;;;;;64756
;Grundstraße;gerade;28;;126;;;;;;;;;64385
;Crumbacher Straße;gerade;28;;28;;;;;;;;;64407
;Am Rangenberg;gerade;28;;32;;;;;;;;;64747
;Hüttenthaler Straße;gerade;28;;100;;;;;;;;;64756
;Zum Roßbacher Hof;gerade;30;;36;;;;;;;;;64711
;Schulzengasse;gerade;30;;30;;;;;;;;;64720
;Werkstraße;gerade;30;;32;;;;;;;;;64732
;Darmstädter Straße;gerade;34;;124;;;;;;;;;64720
;Mainstraße;gerade;34;;58;;;;;;;;;64739
;Mannheimer Landstraße;gerade;36;;50;;;Nieder-Kainsbach;;;;;;64395
;Spatmühle;gerade;42;;42;;;;;;;;;64747
;Obere Marktstraße;gerade;48;;82;;;;;;;;;64711
;Außenliegend;gerade;112;;112;;;;;;;;;64732
