Straßennummer;Straßenname;Folge;Hausnr. (von);Zusatz zur Hausnr (von);Hausnr. (bis);Zusatz zur Hausnr (bis);Ortsbezirk;Stadtteil Name;Stadtbezirk;Stadtbezirksvorst;Schiedsleutebezirk;Sozialrathaus Name;Polizeirevier;Postleitzahl
;Friedhofstraße;ungerade;1;;57;;;;;;;;;64720
;Friedrich-Ebert-Straße;ungerade;1;;87;;;;;;;;;64720
;G.-W.-Horlebein-Straße;ungerade;1;;19;;;;;;;;;64720
;Georg-Glenz-Straße;ungerade;1;;41;;;;;;;;;64720
;Georg-Seip-Straße;ungerade;1;;15;;;;;;;;;64720
;Geyersmühle;ungerade;1;;1;;;;;;;;;64720
;Goethestraße;ungerade;1;;41;;;;;;;;;64720
;Gräsigweg;ungerade;1;;7;;;;;;;;;64720
;Grätz-Markersdorfer-Straße;ungerade;1;;39;;;;;;;;;64720
;Hainhaus;ungerade;1;;13;;;;;;;;;64720
;Hammerweg;ungerade;1;;45;;;;;;;;;64720
;Hauptstraße;ungerade;1;;121;;;;;;;;;64720
;Hegweg;ungerade;1;;11;;;;;;;;;64720
;Heinrich-Ritzel-Straße;ungerade;1;;39;;;;;;;;;64720
;Heinrichstraße;ungerade;1;;9;;;;;;;;;64720
;Heintze-Metzler-Straße;ungerade;1;;13;;;;;;;;;64720
;Hellmut-Hoffmann-Straße;ungerade;1;;21;;;;;;;;;64720
;Hesselbacher Straße;ungerade;1;;33;;;;;;;;;64720
;Heubergweg;ungerade;1;;15;;;;;;;;;64720
;Hochstraße;ungerade;1;;45;;;;;;;;;64720
;Hohenloher Weg;ungerade;1;;23;;;;;;;;;64720
;Hohlweg;ungerade;1;;7;;;;;;;;;64720
;Hubener Weg;ungerade;1;;17;;;;;;;;;64720
;Hubertusweg;ungerade;1;;1;;;;;;;;;64720
;Höchster Weg;ungerade;1;;5;;;;;;;;;64720
;Höhenstraße;ungerade;1;;29;;;;;;;;;64720
;Im Fürstenauer Forst;ungerade;1;;15;;;;;;;;;64720
;Im Hardtfeld;ungerade;1;;11;;;;;;;;;64720
;Im Krähennest;ungerade;1;;5;;;;;;;;;64720
;Im Rod;ungerade;1;;5;;;;;;;;;64720
;In den Dorfwiesen;ungerade;1;;23;;;;;;;;;64720
;In den Hofgärten;ungerade;1;;29;;;;;;;;;64720
;In den Oberen Gärten;ungerade;1;;7;;;;;;;;;64720
;In den Schmelzäckern;ungerade;1;;13;;;;;;;;;64720
;In den Zwölf Morgen;ungerade;1;;23;;;;;;;;;64720
;Industriestraße;ungerade;1;;17;;;;;;;;;64720
;Jahnstraße;ungerade;1;;111;;;;;;;;;64720
;Johann-Kredel-Straße;ungerade;1;;7;;;;;;;;;64720
;Johanniter Straße;ungerade;1;;11;;;;;;;;;64720
;Justus-Liebig-Straße;ungerade;1;;5;;;;;;;;;64720
;Kasseler Weg;ungerade;1;;13;;;;;;;;;64720
;Kellereibergstraße;ungerade;1;;33;;;;;;;;;64720
;Kettelerstraße;ungerade;1;;23;;;;;;;;;64720
;Kilian-Spiegel-Straße;ungerade;1;;15;;;;;;;;;64720
;Kiliansweg;ungerade;1;;5;;;;;;;;;64720
;Kimbacher Straße;ungerade;1;;23;;;;;;;;;64720
;Kleine Gasse;ungerade;1;;7;;;;;;;;;64720
;Kohlgrube;ungerade;1;;71;;;;;;;;;64720
;Kronenweg;ungerade;1;;29;;;;;;;;;64720
;Krummer Weg;ungerade;1;;1;;;;;;;;;64720
;Königsberger Straße;ungerade;1;;15;;;;;;;;;64720
;Landrat-Hoffmann-Straße;ungerade;1;;23;;;;;;;;;64720
;Landrat-Neff-Straße;ungerade;1;;9;;;;;;;;;64720
;Langen-Brombacher Straße;ungerade;1;;15;;;;;;;;;64720
;Leineweberweg;ungerade;1;;9;;;;;;;;;64720
;Leipziger Straße;ungerade;1;;31;;;;;;;;;64720
;Lindenplatz;ungerade;1;;5;;;;;;;;;64720
;Lindenstraße;ungerade;1;;19;;;;;;;;;64720
;Ludwig-Arzt-Straße;ungerade;1;;13;;;;;;;;;64720
;Ludwig-Kurz-Straße;ungerade;1;;7;;;;;;;;;64720
;Magdeburger Straße;ungerade;1;;7;;;;;;;;;64720
;Mangelsbach;ungerade;1;;13;;;;;;;;;64720
;Marktplatz;ungerade;1;;9;;;;;;;;;64720
;Marktstraße;ungerade;1;;13;;;;;;;;;64720
;Martin-Luther-Straße;ungerade;1;;19;;;;;;;;;64720
;Meisenweg;ungerade;1;;3;;;;;;;;;64720
;Michael-Haas-Straße;ungerade;1;;21;;;;;;;;;64720
;Michelshof;ungerade;1;;1;;;;;;;;;64720
;Mittlerer Weg;ungerade;1;;7;;;;;;;;;64720
;Mossauer Straße;ungerade;1;;17;;;;;;;;;64720
;Mühlstraße;ungerade;1;;11;;;;;;;;;64720
;Nelkenweg;ungerade;1;;13;;;;;;;;;64720
;Neudorf;ungerade;1;;13;;;;;;;;;64720
;Neutorstraße;ungerade;1;;25;;;;;;;;;64720
;Nibelungenstraße;ungerade;1;;53;;;;;;;;;64720
;Obere Hardt;ungerade;1;;27;;;;;;;;;64720
;Obere Pfarrgasse;ungerade;1;;33;;;;;;;;;64720
;Odenwaldstraße;ungerade;1;;5;;;;;;;;;64720
;Pelarstraße;ungerade;1;;21;;;;;;;;;64720
;Pfarrgewann;ungerade;1;;29;;;;;;;;;64720
;Philipp-Buxbaum-Straße;ungerade;1;;5;;;;;;;;;64720
;Rehbacher Weg;ungerade;1;;7;;;;;;;;;64720
;Reinstraße;ungerade;1;;13;;;;;;;;;64720
;Rosenweg;ungerade;1;;7;;;;;;;;;64720
;Rödeweg;ungerade;1;;3;;;;;;;;;64720
;Römerstraße;ungerade;1;;51;;;;;;;;;64720
;Sandweg;ungerade;1;;5;;;;;;;;;64720
;Schanzenweg;ungerade;1;;13;;;;;;;;;64720
;Scharfenbergstraße;ungerade;1;;13;;;;;;;;;64720
;Schlesische Straße;ungerade;1;;11;;;;;;;;;64720
;Schloßplatz;ungerade;1;;3;;;;;;;;;64720
;Schulzengasse;ungerade;1;;33;;;;;;;;;64720
;Schäfergasse;ungerade;1;;7;;;;;;;;;64720
;Schützenstraße;ungerade;1;;19;;;;;;;;;64720
;Spessartstraße;ungerade;1;;15;;;;;;;;;64720
;Stadtring;ungerade;1;;269;;;;;;;;;64720
;Stephansweg;ungerade;1;;15;;;;;;;;;64720
;Stockheimer Ring;ungerade;1;;13;;;;;;;;;64720
;Tannenweg;ungerade;1;;7;;;;;;;;;64720
;Taunusstraße;ungerade;1;;5;;;;;;;;;64720
;Uhlandstraße;ungerade;1;;1;;;;;;;;;64720
;Untere Hardt;ungerade;1;;15;;;;;;;;;64720
;Untere Pfarrgasse;ungerade;1;;25;;;;;;;;;64720
;Unterer Hammer;ungerade;1;;33;;;;;;;;;64720
;Unterwegswiesenstraße;ungerade;1;;5;;;;;;;;;64720
;Viernheimer Weg;ungerade;1;;9;;;;;;;;;64720
;Vogelsbergstraße;ungerade;1;;7;;;;;;;;;64720
;Waldstraße;ungerade;1;;125;;;;;;;;;64720
;Weidenweg;ungerade;1;;7;;;;;;;;;64720
;Weimarer Straße;ungerade;1;;9;;;;;;;;;64720
;Weyprechtstraße;ungerade;1;;9;;;;;;;;;64720
;Wiesbadener Straße;ungerade;1;;9;;;;;;;;;64720
;Wiesenweg;ungerade;1;;25;;;;;;;;;64720
;Wilhelm-Leuschner-Straße;ungerade;1;;53;;;;;;;;;64720
;Wingertsweg;ungerade;1;;49;;;;;;;;;64720
;Wirtsweg;ungerade;1;;5;;;;;;;;;64720
;Zum Römerbad;ungerade;1;;41;;;;;;;;;64720
;Zur Hainstermühle;ungerade;1;;15;;;;;;;;;64720
;d' Orvillestraße;ungerade;1;;53;;;;;;;;;64720
;Alexanderstraße;ungerade;1;;17;;;;;;;;;64732
;Am Berg;ungerade;1;;11;;;;;;;;;64732
;Am Busch;ungerade;1;;7;;;;;;;;;64732
;Am Eichberg;ungerade;1;;27;;;;;;;;;64732
;Am Galgenberg;ungerade;1;;13;;;;;;;;;64732
;Am Gickelsgraben;ungerade;1;;9;;;;;;;;;64732
;Am Großen Garten;ungerade;1;;3;;;;;;;;;64732
;Am Gänsbrunnen;ungerade;1;;23;;;;;;;;;64732
;Am Gänsertsberg;ungerade;1;;3;;;;;;;;;64732
;Am Hang;ungerade;1;;5;;;;;;;;;64732
;Am Hirtenberg;ungerade;1;;15;;;;;;;;;64732
;Am Momartsberg;ungerade;1;;39;;;;;;;;;64732
;Am Mulgraben;ungerade;1;;1;;;;;;;;;64732
;Am Mühlberg;ungerade;1;;7;;;;;;;;;64732
;Am Rosengarten;ungerade;1;;41;;;;;;;;;64732
;Am Römerbrunnen;ungerade;1;;1;;;;;;;;;64732
;Am Schaufelsbaum;ungerade;1;;15;;;;;;;;;64732
;Am Tannenkopf;ungerade;1;;9;;;;;;;;;64732
;Am Weidenkopf;ungerade;1;;21;;;;;;;;;64732
;Am Weilbach;ungerade;1;;1;;;;;;;;;64732
;Am Weinertsberg;ungerade;1;;5;;;;;;;;;64732
;Am Zieglersberg;ungerade;1;;7;;;;;;;;;64732
;Amselstraße;ungerade;1;;15;;;;;;;;;64732
;An der Dorfbach;ungerade;1;;7;;;;;;;;;64732
;An der Gasse;ungerade;1;;9;;;;;;;;;64732
;An der Scheed;ungerade;1;;9;;;;;;;;;64732
;An der Alten Schule;ungerade;1;;5;;;;;;;;;64732
;August-Schäfer-Weg;ungerade;1;;47;;;;;;;;;64732
;Bahnhofsplatz;ungerade;1;;7;;;;;;;;;64732
;Bahnhofstraße;ungerade;1;;53;;;;;;;;;64732
;Berggartenstraße;ungerade;1;;77;;;;;;;;;64732
;Berliner Straße;ungerade;1;;9;;;;;;;;;64732
;Birkenweg;ungerade;1;;11;;;;;;;;;64732
;Breslauer Straße;ungerade;1;;19;;;;;;;;;64732
;Brombachtaler Straße;ungerade;1;;43;;;;;;;;;64732
;Brunnengasse;ungerade;1;;9;;;;;;;;;64732
;Brückenweg;ungerade;1;;3;;;;;;;;;64732
;Buchenweg;ungerade;1;;17;;;;;;;;;64732
;Bürgermeister-Weigel-Straße;ungerade;1;;21;;;;;;;;;64732
;Dekan-Groh-Straße;ungerade;1;;19;;;;;;;;;64732
;Dresdener Straße;ungerade;1;;13;;;;;;;;;64732
;Eichelsweg;ungerade;1;;15;;;;;;;;;64732
;Elisabethenstraße;ungerade;1;;17;;;;;;;;;64732
;Faltenweg;ungerade;1;;21;;;;;;;;;64732
;Forststraße;ungerade;1;;11;;;;;;;;;64732
;Franz-Holl-Straße;ungerade;1;;27;;;;;;;;;64732
;Friedrich-Ebert-Straße;ungerade;1;;9;;;;;;;;;64732
;Friedrichstraße;ungerade;1;;29;;;;;;;;;64732
;Fürstengrunder Straße;ungerade;1;;129;;;;;;;;;64732
;Gartenweg;ungerade;1;;17;;;;;;;;;64732
;Georg-Vetter-Straße;ungerade;1;;15;;;;;;;;;64732
;Gumpersberger Straße;ungerade;1;;27;;;;;;;;;64732
;Hauswiesenweg;ungerade;1;;5;;;;;;;;;64732
;Helmertweg;ungerade;1;;21;;;;;;;;;64732
;Heubergweg;ungerade;1;;91;;;;;;;;;64732
;Hohe Straße;ungerade;1;;81;;;;;;;;;64732
;Hummetröther Straße;ungerade;1;;53;;;;;;;;;64732
;Im Strietchen;ungerade;1;;17;;;;;;;;;64732
;Jakob-Maul-Straße;ungerade;1;;19;;;;;;;;;64732
;Kantstraße;ungerade;1;;19;;;;;;;;;64732
;Kimbacher Straße;ungerade;1;;221;;;;;;;;;64732
;Kirchweg;ungerade;1;;7;;;;;;;;;64732
;Klosterwaldstraße;ungerade;1;;13;;;;;;;;;64732
;Korngasse;ungerade;1;;5;;;;;;;;;64732
;Königer Straße;ungerade;1;;41;;;;;;;;;64732
;Leipziger Straße;ungerade;1;;5;;;;;;;;;64732
;Lärchenweg;ungerade;1;;11;;;;;;;;;64732
;Magdeburger Straße;ungerade;1;;23;;;;;;;;;64732
;Mainstraße;ungerade;1;;41;;;;;;;;;64732
;Martin-Luther-Straße;ungerade;1;;19;;;;;;;;;64732
;Michelstädter Straße;ungerade;1;;59;;;;;;;;;64732
;Momarter Straße;ungerade;1;;45;;;;;;;;;64732
;Mümlingstraße;ungerade;1;;23;;;;;;;;;64732
;Nieder-Kinziger Straße;ungerade;1;;71;;;;;;;;;64732
;Nordring;ungerade;1;;15;;;;;;;;;64732
;Odenwaldstraße;ungerade;1;;29;;;;;;;;;64732
;Oskar-Zimper-Straße;ungerade;1;;43;;;;;;;;;64732
;Paul-Zander-Straße;ungerade;1;;13;;;;;;;;;64732
;Pestalozzistraße;ungerade;1;;11;;;;;;;;;64732
;Pfälzer Höfe;ungerade;1;;5;;;;;;;;;64732
;Philipp-Schmunck-Straße;ungerade;1;;13;;;;;;;;;64732
;Rehweg;ungerade;1;;7;;;;;;;;;64732
;Rue d´Argentat;ungerade;1;;5;;;;;;;;;64732
;ST. Momart Außenliegend;ungerade;1;;1;;;;;;;;;64732
;Sackgasse;ungerade;1;;7;;;;;;;;;64732
;Schillerstraße;ungerade;1;;19;;;;;;;;;64732
;Schloßplatz;ungerade;1;;11;;;;;;;;;64732
;Schwalbenstraße;ungerade;1;;15;;;;;;;;;64732
;Schwimmbadstraße;ungerade;1;;33;;;;;;;;;64732
;Sommerbergring;ungerade;1;;33;;;;;;;;;64732
;Stettiner Straße;ungerade;1;;17;;;;;;;;;64732
;Südring;ungerade;1;;41;;;;;;;;;64732
;Talblickstraße;ungerade;1;;33;;;;;;;;;64732
;Tannenbergstraße;ungerade;1;;7;;;;;;;;;64732
;Waldstraße;ungerade;1;;21;;;;;;;;;64732
;Weiten-Gesäßer Straße;ungerade;1;;29;;;;;;;;;64732
;Werkstraße;ungerade;1;;39;;;;;;;;;64732
;Weyprechtstraße;ungerade;1;;57;;;;;;;;;64732
;Zwischen den Gräben;ungerade;1;;5;;;;;;;;;64732
;Albert-Einstein-Straße;ungerade;1;;15;;;;;;;;;64739
;Allmenweg;ungerade;1;;7;;;;;;;;;64739
;Am Besenberg;ungerade;1;;5;;;;;;;;;64739
;Am Blitzberg;ungerade;1;;19;;;;;;;;;64739
;Am Dachsrain;ungerade;1;;17;;;;;;;;;64739
;Am Galgenberg;ungerade;1;;17;;;;;;;;;64739
;Am Hain;ungerade;1;;13;;;;;;;;;64739
;Am Kirchpfad;ungerade;1;;7;;;;;;;;;64739
;Am Koppelwald;ungerade;1;;13;;;;;;;;;64739
;Am Lutherheim;ungerade;1;;1;;;;;;;;;64739
;Am Neuen Berg;ungerade;1;;17;;;;;;;;;64739
;Am Runden Stein;ungerade;1;;11;;;;;;;;;64739
;Am Schorschberg;ungerade;1;;15;;;;;;;;;64739
;Am See;ungerade;1;;9;;;;;;;;;64739
;Am Steinberg;ungerade;1;;9;;;;;;;;;64739
;Am Stutz;ungerade;1;;3;;;;;;;;;64739
;Am Südhang;ungerade;1;;25;;;;;;;;;64739
;Am Taubenbrunnen;ungerade;1;;41;;;;;;;;;64739
;Am Wasserfall;ungerade;1;;1;;;;;;;;;64739
;Am Wäldchesberg;ungerade;1;;5;;;;;;;;;64739
;Am Zentwald;ungerade;1;;19;;;;;;;;;64739
;Amselweg;ungerade;1;;3;;;;;;;;;64739
;An der Hasselbach;ungerade;1;;9;;;;;;;;;64739
;An der Kempfsruh;ungerade;1;;31;;;;;;;;;64739
;An der Kleinen Weide;ungerade;1;;5;;;;;;;;;64739
;An der Lauerwiese;ungerade;1;;19;;;;;;;;;64739
;An der Mümling;ungerade;1;;13;;;;;;;;;64739
;An der Strieth;ungerade;1;;27;;;;;;;;;64739
;An der Ziegelhütte;ungerade;1;;15;;;;;;;;;64739
;Annelsbacher Tal;ungerade;1;;51;;;;;;;;;64739
;Annelsbacher Weg;ungerade;1;;3;;;;;;;;;64739
;Apotheker-Haas-Weg;ungerade;1;;9;;;;;;;;;64739
;Bachgasse;ungerade;1;;11;;;;;;;;;64739
;Bahnhofstraße;ungerade;1;;31;;;;;;;;;64739
;Beethovenstraße;ungerade;1;;19;;;;;;;;;64739
;Beinegasse;ungerade;1;;45;;;;;;;;;64739
;Berbigstraße;ungerade;1;;49;;;;;;;;;64739
;Bergblick;ungerade;1;;7;;;;;;;;;64739
;Berghof;ungerade;1;;1;;;;;;;;;64739
;Bergstraße;ungerade;1;;25;;;;;;;;;64739
;Borngartenweg;ungerade;1;;1;;;;;;;;;64739
;Breubergstraße;ungerade;1;;23;;;;;;;;;64739
;Brunnenstraße;ungerade;1;;5;;;;;;;;;64739
;Brückenstraße;ungerade;1;;13;;;;;;;;;64739
;Bürgermeister-Dörr-Straße;ungerade;1;;11;;;;;;;;;64739
;Bürgermeister-Heusel-Straße;ungerade;1;;13;;;;;;;;;64739
;Centallmenweg;ungerade;1;;43;;;;;;;;;64739
;Darmstädter Straße;ungerade;1;;51;;;;;;;;;64739
;Dr.-Kornmesser-Straße;ungerade;1;;47;;;;;;;;;64739
;Emylisweg;ungerade;1;;11;;;;;;;;;64739
;Erbacher Straße;ungerade;1;;71;;;;;;;;;64739
;Fichtenstraße;ungerade;1;;27;;;;;;;;;64739
;Forsteler Straße;ungerade;1;;15;;;;;;;;;64739
;Forststraße;ungerade;1;;7;;;;;;;;;64739
;Frankfurter Straße;ungerade;1;;53;;;;;;;;;64739
;Friedhofsweg;ungerade;1;;5;;;;;;;;;64739
;Friedrich-Veith-Straße;ungerade;1;;27;;;;;;;;;64739
;Gartenstraße;ungerade;1;;9;;;;;;;;;64739
;Goethestraße;ungerade;1;;3;;;;;;;;;64739
;Grüner Weg;ungerade;1;;11;;;;;;;;;64739
;Hassenröther Straße;ungerade;1;;43;;;;;;;;;64739
;Heilbronner Straße;ungerade;1;;13;;;;;;;;;64739
;Helmut-Erb-Straße;ungerade;1;;15;;;;;;;;;64739
;Hermann-Kahn-Weg;ungerade;1;;15;;;;;;;;;64739
;Hochstraße;ungerade;1;;55;;;;;;;;;64739
;Hohebergweg;ungerade;1;;27;;;;;;;;;64739
;Hohlweg;ungerade;1;;1;;;;;;;;;64739
;Höllerbacher Straße;ungerade;1;;17;;;;;;;;;64739
;Im Alten Hof;ungerade;1;;1;;;;;;;;;64739
;Im Failing;ungerade;1;;25;;;;;;;;;64739
;In den Pfarrwiesen;ungerade;1;;1;;;;;;;;;64739
;In den Schafhecken;ungerade;1;;23;;;;;;;;;64739
;In den Seewiesen;ungerade;1;;3;;;;;;;;;64739
;Jägerstraße;ungerade;1;;27;;;;;;;;;64739
;Kastellstraße;ungerade;1;;1;;;;;;;;;64739
;Kinziger Straße;ungerade;1;;11;;;;;;;;;64739
;Kirchberg;ungerade;1;;3;;;;;;;;;64739
;Kirchweg;ungerade;1;;29;;;;;;;;;64739
;Kleingärtenweg;ungerade;1;;39;;;;;;;;;64739
;Krautgartenweg;ungerade;1;;7;;;;;;;;;64739
;Königsberger Straße;ungerade;1;;23;;;;;;;;;64739
;Marktplatz;ungerade;1;;3;;;;;;;;;64739
;Montmelianer Platz;ungerade;1;;5;;;;;;;;;64739
;Mühlgraben;ungerade;1;;9;;;;;;;;;64739
;Mühlweg;ungerade;1;;23;;;;;;;;;64739
;Mümling-Grumbacher Straße;ungerade;1;;69;;;;;;;;;64739
;Mümlingstraße;ungerade;1;;7;;;;;;;;;64739
;Mümlingtalring;ungerade;1;;13;;;;;;;;;64739
;Neckarstraße;ungerade;1;;25;;;;;;;;;64739
;Ober-Klinger Weg;ungerade;1;;5;;;;;;;;;64739
;Oberhöchster Straße;ungerade;1;;53;;;;;;;;;64739
;Obrunnweg;ungerade;1;;31;;;;;;;;;64739
;Pfarrstraße;ungerade;1;;5;;;;;;;;;64739
;Pfirschbacher Straße;ungerade;1;;49;;;;;;;;;64739
;Rimhorner Straße;ungerade;1;;13;;;;;;;;;64739
;Ringstraße;ungerade;1;;17;;;;;;;;;64739
;Rollgasse;ungerade;1;;11;;;;;;;;;64739
;Rondellstraße;ungerade;1;;47;;;;;;;;;64739
;Rosenweg;ungerade;1;;5;;;;;;;;;64739
;Sandbergstraße;ungerade;1;;15;;;;;;;;;64739
;Schafheckenweg;ungerade;1;;5;;;;;;;;;64739
;Schillerstraße;ungerade;1;;23;;;;;;;;;64739
;Schulstraße;ungerade;1;;35;;;;;;;;;64739
;Schwimmbadstraße;ungerade;1;;9;;;;;;;;;64739
;Siedlungsweg;ungerade;1;;13;;;;;;;;;64739
;Siegfriedstraße;ungerade;1;;17;;;;;;;;;64739
;Sonnenberg;ungerade;1;;11;;;;;;;;;64739
;Spessartstraße;ungerade;1;;23;;;;;;;;;64739
;Stockwiesenstraße;ungerade;1;;31;;;;;;;;;64739
;Straße am Berg;ungerade;1;;27;;;;;;;;;64739
;Talblick;ungerade;1;;11;;;;;;;;;64739
;Weilertsweg;ungerade;1;;29;;;;;;;;;64739
;Wernher-von-Braun-Straße;ungerade;1;;9;;;;;;;;;64739
;Wiesenweg;ungerade;1;;19;;;;;;;;;64739
;Wilhelminenstraße;ungerade;1;;29;;;;;;;;;64739
;Windhof;ungerade;1;;1;;;;;;;;;64739
;Ziegelhüttenweg;ungerade;1;;77;;;;;;;;;64739
;Zu den Birken;ungerade;1;;15;;;;;;;;;64739
;Zum Gerstenfeld;ungerade;1;;7;;;;;;;;;64739
;Zum Hartberg;ungerade;1;;27;;;;;;;;;64739
;Zum Herrgottsbrunnen;ungerade;1;;13;;;;;;;;;64739
;Zum Wehr;ungerade;1;;5;;;;;;;;;64739
;Zur Haselburg;ungerade;1;;51;;;;;;;;;64739
;Albert-Schweitzer-Straße;ungerade;1;;5;;;;;;;;;64747
;Am Bergfeld;ungerade;1;;35;;;;;;;;;64747
;Am Grohberg;ungerade;1;;13;;;;;;;;;64747
;Am Hang;ungerade;1;;1;;;;;;;;;64747
;Am Hardtwald;ungerade;1;;39;;;;;;;;;64747
;Am Niehlrain;ungerade;1;;15;;;;;;;;;64747
;Am Rangenberg;ungerade;1;;43;;;;;;;;;64747
;Am Roten Rain;ungerade;1;;19;;;;;;;;;64747
;Am Römerbad;ungerade;1;;23;;;;;;;;;64747
;Am Tiergarten;ungerade;1;;7;;;;;;;;;64747
;Am Traumblick;ungerade;1;;1;;;;;;;;;64747
;Am Ziegelgraben;ungerade;1;;17;;;;;;;;;64747
;An der Bleiche;ungerade;1;;1;;;;;;;;;64747
;An der Schulzenwiese;ungerade;1;;13;;;;;;;;;64747
;Arnheiter Hof;ungerade;1;;1;;;;;;;;;64747
;Arnheiter Straße;ungerade;1;;27;;;;;;;;;64747
;Bei den Seewiesen;ungerade;1;;5;;;;;;;;;64747
;Birkenstraße;ungerade;1;;19;;;;;;;;;64747
;Breitenbacher Straße;ungerade;1;;19;;;;;;;;;64747
;Breubergblick;ungerade;1;;23;;;;;;;;;64747
;Breubergstraße;ungerade;1;;27;;;;;;;;;64747
;Brückenstraße;ungerade;1;;11;;;;;;;;;64747
;Burg Breuberg;ungerade;1;;1;;;;;;;;;64747
;Burgstraße;ungerade;1;;19;;;;;;;;;64747
;Burgterrasse;ungerade;1;;1;;;;;;;;;64747
;Dammstraße;ungerade;1;;29;;;;;;;;;64747
;Erbacher Straße;ungerade;1;;43;;;;;;;;;64747
;Faßäckerweg;ungerade;1;;1;;;;;;;;;64747
;Fliederstraße;ungerade;1;;47;;;;;;;;;64747
;Forsthaus;ungerade;1;;1;;;;;;;;;64747
;Forsthausstraße;ungerade;1;;21;;;;;;;;;64747
;Friedrich-Veith-Straße;ungerade;1;;31;;;;;;;;;64747
;Fritz-Keller-Straße;ungerade;1;;21;;;;;;;;;64747
;Fuchsweg;ungerade;1;;17;;;;;;;;;64747
;Gartenweg;ungerade;1;;1;;;;;;;;;64747
;Geisrain;ungerade;1;;1;;;;;;;;;64747
;Groß-Umstädter Straße;ungerade;1;;11;;;;;;;;;64747
;Hainstädter Straße;ungerade;1;;21;;;;;;;;;64747
;Hammer;ungerade;1;;5;;;;;;;;;64747
;Hermann-Löns-Straße;ungerade;1;;5;;;;;;;;;64747
;Herrnackerstraße;ungerade;1;;33;;;;;;;;;64747
;Heubacher Straße;ungerade;1;;39;;;;;;;;;64747
;Höchster Straße;ungerade;1;;39;;;;;;;;;64747
;Hügelstraße;ungerade;1;;21;;;;;;;;;64747
;Im Hebst;ungerade;1;;15;;;;;;;;;64747
;Im Kirschgarten;ungerade;1;;1;;;;;;;;;64747
;Im Steigersfeld;ungerade;1;;17;;;;;;;;;64747
;In den Bodenäckern;ungerade;1;;37;;;;;;;;;64747
;In den Schadenhecken;ungerade;1;;51;;;;;;;;;64747
;In den sechs Morgen;ungerade;1;;7;;;;;;;;;64747
;Industriestraße;ungerade;1;;7;;;;;;;;;64747
;Kapellenweg;ungerade;1;;1;;;;;;;;;64747
;Kappesserweg;ungerade;1;;1;;;;;;;;;64747
;Karl-Marx-Straße;ungerade;1;;7;;;;;;;;;64747
;Killinger Mühle;ungerade;1;;1;;;;;;;;;64747
;Kirchstraße;ungerade;1;;31;;;;;;;;;64747
;Kreuzfeldstraße;ungerade;1;;17;;;;;;;;;64747
;Kreuzstraße;ungerade;1;;19;;;;;;;;;64747
;Lauterweg;ungerade;1;;31;;;;;;;;;64747
;Leonhard-Herbert-Straße;ungerade;1;;33;;;;;;;;;64747
;Lilienstraße;ungerade;1;;11;;;;;;;;;64747
;Lindenstraße;ungerade;1;;51;;;;;;;;;64747
;Mainstraße;ungerade;1;;125;;;;;;;;;64747
;Marktplatz;ungerade;1;;13;;;;;;;;;64747
;Mühlhäuser Straße;ungerade;1;;35;;;;;;;;;64747
;Nelkenstraße;ungerade;1;;5;;;;;;;;;64747
;Neumannstraße;ungerade;1;;7;;;;;;;;;64747
;Neustädter Straße;ungerade;1;;33;;;;;;;;;64747
;Nordendstraße;ungerade;1;;9;;;;;;;;;64747
;Odenwaldring;ungerade;1;;31;;;;;;;;;64747
;Quellenstraße;ungerade;1;;17;;;;;;;;;64747
;Rabenweg;ungerade;1;;5;;;;;;;;;64747
;Rauwaldstraße;ungerade;1;;7;;;;;;;;;64747
;Ringstraße;ungerade;1;;31;;;;;;;;;64747
;Robert-Koch-Straße;ungerade;1;;17;;;;;;;;;64747
;Rosenbach;ungerade;1;;11;;;;;;;;;64747
;Rosenstraße;ungerade;1;;37;;;;;;;;;64747
;Römerberg;ungerade;1;;9;;;;;;;;;64747
;Sackgasse;ungerade;1;;19;;;;;;;;;64747
;Schulstraße;ungerade;1;;1;;;;;;;;;64747
;Schönbergerstraße;ungerade;1;;3;;;;;;;;;64747
;Sophienhof;ungerade;1;;1;;;;;;;;;64747
;Spatmühle;ungerade;1;;1;;;;;;;;;64747
;Spessartstraße;ungerade;1;;59;;;;;;;;;64747
;Sudetenstraße;ungerade;1;;19;;;;;;;;;64747
;Talstraße;ungerade;1;;21;;;;;;;;;64747
;Tannenhof;ungerade;1;;1;;;;;;;;;64747
;Tulpenstraße;ungerade;1;;19;;;;;;;;;64747
;Vierteläcker;ungerade;1;;1;;;;;;;;;64747
;Waldstraße;ungerade;1;;17;;;;;;;;;64747
;Weinbergstraße;ungerade;1;;33;;;;;;;;;64747
;Welshgestüt;ungerade;1;;1;;;;;;;;;64747
;Westendstraße;ungerade;1;;27;;;;;;;;;64747
;Wolfenmühle;ungerade;1;;7;;;;;;;;;64747
;Wolferhof;ungerade;1;;1;;;;;;;;;64747
;Zu den Eichen;ungerade;1;;3;;;;;;;;;64747
;Zu den Hermetsäckern;ungerade;1;;7;;;;;;;;;64747
;Zum Hasengarten;ungerade;1;;7;;;;;;;;;64747
;Zum Pitschgrund;ungerade;1;;23;;;;;;;;;64747
;Am Graben;ungerade;1;;3;;;;;;;;;64750
;Am Haingrunder Weg;ungerade;1;;1;;;;;;;;;64750
;Am Hofgarten;ungerade;1;;23;;;;;;;;;64750
