Straßennummer;Straßenname;Folge;Hausnr. (von);Zusatz zur Hausnr (von);Hausnr. (bis);Zusatz zur Hausnr (bis);Ortsbezirk;Stadtteil Name;Stadtbezirk;Stadtbezirksvorst;Schiedsleutebezirk;Sozialrathaus Name;Polizeirevier;Postleitzahl
877;Metzer Straße;gerade;2;;2;;14;Biebrich;;;;;;65203
877;Metzer Straße;gerade;2;A;44;;14;Biebrich;;;;;;65203
877;Metzer Straße;ungerade;3;;9;;14;Biebrich;;;;;;65203
878;Meyerbeerstraße;;;;;;2;Nordost;;;;;;65193
5122;Michael-Krost-Straße;;;;;;51;Mz-Amöneburg;;;;;;65203
879;Michaelisstraße;;;;;;22;Heßloch;;;;;;65207
880;Michelsberg;;;;;;1;Mitte;;;;;;65183
881;Milanstraße;;;;;;27;Schierstein;;;;;;65201
3702;Millstätter-See-Straße;;;;;;14;Biebrich;;;;;;65187
3559;Mirabellenweg;;;;;;25;Nordenstadt;;;;;;65205
883;Mississippistraße;;;;;;3;Südost;;;;;;65189
2105;Mittelberg Distrikt;;;;;;28;Frauenstein;;;;;;65201
886;Mittelheimer Straße;;;;;;6;Rheingauviertel, Hollerborn;;;;;;65197
2109;Mittelpfad;;;;;;13;Erbenheim;;;;;;65205
2967;Mittelweg;;;;;;31;Naurod;;;;;;65207
5123;Mittlere Kirschgartenstr;;;;;;53;Mz-Kostheim;;;;;;55246
5124;Mittlere Steinchenstraße;;;;;;53;Mz-Kostheim;;;;;;55246
5125;Mittlerer Sampelweg;;;;;;53;Mz-Kostheim;;;;;;55246
889;Moabiter Straße;;;;;;13;Erbenheim;;;;;;65205
890;Möhringstraße;;;;;;3;Südost;;;;;;65187
2969;Mönchgasse;;;;;;34;Breckenheim;;;;;;65207
892;Möwenstraße;;;;;;27;Schierstein;;;;;;65201
893;Mohnweg;;;;;;16;Dotzheim;;;;;;65201
894;Moltkering;;;;;;3;Südost;;;;;;65189
895;Mombacher Straße;;;;;;14;Biebrich;;;;;;65203
3397;Moritz-Hilf-Platz;;;;;;16;Dotzheim;;;;;;65199
651;Moritz-Hilf-Straße;ungerade;1;;5;;16;Dotzheim;;;;;;65197
651;Moritz-Hilf-Straße;gerade;2;;6;;16;Dotzheim;;;;;;65197
896;Moritzeck;;;;;;27;Schierstein;;;;;;65201
897;Moritzstraße;;;;;;1;Mitte;;;;;;65185
898;Moriz-Marxheimer-Straße;;;;;;7;Klarenthal;;;;;;65197
900;Mosbacher Straße;;;;;;3;Südost;;;;;;65187
3593;Mosburg Distrikt;;;;;;14;Biebrich;;;;;;65203
901;Mosburgstraße;;;;;;14;Biebrich;;;;;;65203
902;Moselstraße;;;;;;27;Schierstein;;;;;;65201
903;Mozartstraße;;;;;;2;Nordost;;;;;;65193
5127;Müfflingstraße;gerade;2;A;2;B;53;Mz-Kostheim;;;;;;55252
5127;Müfflingstraße;gerade;16;;16;;52;Mz-Kastel;;;;;;55252
2972;Mühlberg;ungerade;1;;3;;26;Delkenheim;;;;;;65205
2972;Mühlberg;gerade;2;;4;;26;Delkenheim;;;;;;65205
2972;Mühlberg;gerade;6;;36;;26;Delkenheim;;;;;;65205
905;Mühlbergstraße;;;;;;11;Sonnenberg;;;;;;65191
906;Mühlborngasse;;;;;;16;Dotzheim;;;;;;65199
3621;Mühlenblick;;;;;;32;Auringen;;;;;;65207
2973;Mühlgartenweg;;;;;;34;Breckenheim;;;;;;65207
907;Mühlgasse;;;;;;1;Mitte;;;;;;65183
3299;Mühlhohle;gerade;2;;12;;13;Erbenheim;;;;;;65205
3299;Mühlhohle;ungerade;3;;3;;13;Erbenheim;;;;;;65205
909;Mühlradgasse;;;;;;21;Rambach;;;;;;65207
911;Mühlstraße;;;;;;13;Erbenheim;;;;;;65205
5128;Mühlweg;;;;;;53;Mz-Kostheim;;;;;;55246
914;Mühlwiesenstraße;;;;;;11;Sonnenberg;;;;;;65191
915;Mülhausener Straße;ungerade;1;;19;;14;Biebrich;;;;;;65203
915;Mülhausener Straße;gerade;2;;28;;14;Biebrich;;;;;;65203
915;Mülhausener Straße;ungerade;23;;25;;14;Biebrich;;;;;;65203
916;Müllerstraße;;;;;;1;Mitte;;;;;;65183
917;Mümmelmannweg;;;;;;27;Schierstein;;;;;;65201
2975;Münchener Straße;;;;;;26;Delkenheim;;;;;;65205
5129;Münchhofstraße;;;;;;53;Mz-Kostheim;;;;;;55246
918;Münsterer Weg;;;;;;14;Biebrich;;;;;;65203
2976;Münzenbergstraße;;;;;;33;Medenbach;;;;;;65207
3582;Murnaustraße;;;;;;3;Südost;;;;;;65189
2525;Naabstraße;;;;;;14;Biebrich;;;;;;65203
2977;Nachtigallenweg;;;;;;31;Naurod;;;;;;65207
919;Nansenstraße;;;;;;14;Biebrich;;;;;;65203
3529;Narzissenweg;;;;;;16;Dotzheim;;;;;;65201
5130;Nasengasse;;;;;;53;Mz-Kostheim;;;;;;55246
920;Nassauer Straße;;;;;;14;Biebrich;;;;;;65187
921;Nauroder Straße;gerade;2;;54;;12;Bierstadt;;;;;;65191
921;Nauroder Straße;ungerade;5;;33;A;12;Bierstadt;;;;;;65191
921;Nauroder Straße;gerade;56;;56;;12;Bierstadt;;;;;;65191
921;Nauroder Straße;ungerade;59;;115;;12;Bierstadt;;;;;;65191
921;Nauroder Straße;gerade;60;;132;;12;Bierstadt;;;;;;65191
921;Nauroder Straße;gerade;134;;134;;12;Bierstadt;;;;;;65207
921;Nauroder Straße;ungerade;201;;201;;21;Rambach;;;;;;65207
924;Neckarstraße;;;;;;27;Schierstein;;;;;;65201
2980;Nelkenstraße;;;;;;31;Naurod;;;;;;65207
925;Nelkenweg;;;;;;16;Dotzheim;;;;;;65201
926;Neptunstraße;;;;;;12;Bierstadt;;;;;;65191
927;Neroberg WP;;;;;;2;Nordost;;;;;;65193
928;Nerobergstraße;;;;;;2;Nordost;;;;;;65193
929;Nerostraße;;;;;;1;Mitte;;;;;;65183
930;Nerotal;ungerade;1;;77;;2;Nordost;;;;;;65193
930;Nerotal;gerade;2;;60;;2;Nordost;;;;;;65193
930;Nerotal;gerade;66;;70;;2;Nordost;;;;;;65193
931;Nettelbeckstraße;;;;;;8;Westend, Bleichstraße;;;;;;65195
932;Neubauerstraße;;;;;;2;Nordost;;;;;;65193
933;Neuberg;;;;;;2;Nordost;;;;;;65193
2981;Neue Schulstraße;;;;;;34;Breckenheim;;;;;;65207
1149;Neues Schützenhaus WP;;;;;;7;Klarenthal;;;;;;65195
2934;Neufeldstraße;;;;;;33;Medenbach;;;;;;65207
936;Neugasse;;;;;;1;Mitte;;;;;;65183
937;Neuköllner Straße;;;;;;13;Erbenheim;;;;;;65205
2983;Neumühle WP;;;;;;34;Breckenheim;;;;;;65207
5131;Neustraße;;;;;;52;Mz-Kastel;;;;;;55252
939;Nibelungenstraße;;;;;;14;Biebrich;;;;;;65187
940;Nicolaistraße;;;;;;2;Nordost;;;;;;65193
941;Niedernhausener Straße;ungerade;1;;77;;21;Rambach;;;;;;65207
941;Niedernhausener Straße;gerade;2;;8;;21;Rambach;;;;;;65207
941;Niedernhausener Straße;gerade;42;;48;;21;Rambach;;;;;;65207
941;Niedernhausener Straße;gerade;70;;82;E;21;Rambach;;;;;;65207
941;Niedernhausener Straße;ungerade;85;;85;;21;Rambach;;;;;;65207
941;Niedernhausener Straße;gerade;94;;106;;21;Rambach;;;;;;65207
941;Niedernhausener Straße;gerade;114;;148;;21;Rambach;;;;;;65207
942;Niederwaldstraße;ungerade;1;;11;;3;Südost;;;;;;65187
942;Niederwaldstraße;gerade;4;;18;;3;Südost;;;;;;65187
942;Niederwaldstraße;gerade;20;;48;;6;Rheingauviertel, Hollerborn;;;;;;65197
942;Niederwaldstraße;ungerade;21;;57;;6;Rheingauviertel, Hollerborn;;;;;;65197
943;Nietzschestraße;;;;;;11;Sonnenberg;;;;;;65191
5135;Nikolausstraße /Ko;;;;;;53;Mz-Kostheim;;;;;;55246
944;Nixenstraße;;;;;;6;Rheingauviertel, Hollerborn;;;;;;65197
946;Nordenstadter Straße;ungerade;1;;65;;24;Igstadt;;;;;;65207
946;Nordenstadter Straße;gerade;2;;40;;24;Igstadt;;;;;;65207
946;Nordenstadter Straße;ungerade;77;;77;;24;Igstadt;;;;;;65207
3439;Norderneyer Straße;;;;;;16;Dotzheim;;;;;;65199
3436;Nordstrander Straße;;;;;;16;Dotzheim;;;;;;65199
948;Normannenweg;;;;;;14;Biebrich;;;;;;65187
949;Nürnberger Hof WP;;;;;;28;Frauenstein;;;;;;65201
2984;Nürnberger Straße;;;;;;26;Delkenheim;;;;;;65205
950;Nussbaumstraße;;;;;;3;Südost;;;;;;65187
2987;Oberbergstraße;;;;;;33;Medenbach;;;;;;65207
5136;Obere Kirschgartenstraße;;;;;;53;Mz-Kostheim;;;;;;55246
3615;Obere Webergasse;;;;;;1;Mitte;;;;;;65183
5415;Oberer Sampelweg;;;;;;53;Mz-Kostheim;;;;;;55246
951;Oberer Wingertsweg;;;;;;16;Dotzheim;;;;;;65199
5391;Oberer Zwerchweg;;;;;;51;Mz-Amöneburg;;;;;;55252
952;Oberfeld;ungerade;1;;11;;13;Erbenheim;;;;;;65205
952;Oberfeld;gerade;4;;14;;13;Erbenheim;;;;;;65205
952;Oberfeld;ungerade;15;;37;;13;Erbenheim;;;;;;65205
952;Oberfeld;gerade;16;;40;;13;Erbenheim;;;;;;65205
3002;Obergasse;ungerade;1;;51;;31;Naurod;;;;;;65207
3002;Obergasse;gerade;2;;28;;31;Naurod;;;;;;65207
3002;Obergasse;gerade;30;;46;;31;Naurod;;;;;;65207
3002;Obergasse;ungerade;53;;81;;31;Naurod;;;;;;65207
953;Oberlinstraße;;;;;;12;Bierstadt;;;;;;65191
954;Obermühle WP;;;;;;24;Igstadt;;;;;;65207
3003;Oberpfortstraße;;;;;;25;Nordenstadt;;;;;;65205
955;Oberriethstraße;;;;;;14;Biebrich;;;;;;65187
958;Obersteiner Weg;;;;;;14;Biebrich;;;;;;65203
959;Oberstraße;;;;;;23;Kloppenheim;;;;;;65207
5390;Ochsenbrunnenweg;;;;;;52;Mz-Kastel;;;;;;55252
3005;Odenwaldblick;;;;;;31;Naurod;;;;;;65207
3006;Odenwaldstraße;;;;;;26;Delkenheim;;;;;;65205
960;Oderstraße;;;;;;27;Schierstein;;;;;;65201
961;Oestricher Straße;ungerade;1;;11;;6;Rheingauviertel, Hollerborn;;;;;;65197
961;Oestricher Straße;gerade;4;;10;;6;Rheingauviertel, Hollerborn;;;;;;65197
961;Oestricher Straße;gerade;14;;22;;6;Rheingauviertel, Hollerborn;;;;;;65197
961;Oestricher Straße;ungerade;15;;21;;6;Rheingauviertel, Hollerborn;;;;;;65197
5138;Ogelweg;ungerade;1;;11;;52;Mz-Kastel;;;;;;55252
5138;Ogelweg;gerade;2;;2;;52;Mz-Kastel;;;;;;55252
5138;Ogelweg;gerade;40;;40;;52;Mz-Kastel;;;;;;55252
962;Ohlenstraße;;;;;;23;Kloppenheim;;;;;;65207
963;Ohmstraße;;;;;;16;Dotzheim;;;;;;65199
3542;Olof-Palme-Straße;;;;;;14;Biebrich;;;;;;65197
3262;Oppelner Straße;;;;;;25;Nordenstadt;;;;;;65205
964;Oranienhof WP;;;;;;24;Igstadt;;;;;;65205
965;Oranienstraße;ungerade;1;;55;;1;Mitte;;;;;;65185
965;Oranienstraße;gerade;2;;62;;1;Mitte;;;;;;65185
966;Ostpreußenstraße;;;;;;21;Rambach;;;;;;65207
3008;Ostring;;;;;;25;Nordenstadt;;;;;;65205
1406;Ostwaldstraße;;;;;;14;Biebrich;;;;;;65203
967;Otto-Haese-Straße;;;;;;7;Klarenthal;;;;;;65197
3009;Otto-Hahn-Straße;;;;;;26;Delkenheim;;;;;;65205
2206;Otto-Reutter-Straße;;;;;;27;Schierstein;;;;;;65201
5201;Otto-Suhr-Ring;;;;;;52;Mz-Kastel;;;;;;55252
3339;Otto-von-Guericke-Ring;;;;;;25;Nordenstadt;;;;;;65205
2207;Otto-Wallach-Straße;;;;;;14;Biebrich;;;;;;65203
968;Otto-Wels-Straße;ungerade;1;;113;;7;Klarenthal;;;;;;65197
968;Otto-Wels-Straße;gerade;24;;140;;7;Klarenthal;;;;;;65197
969;Otto-Witte-Straße;;;;;;7;Klarenthal;;;;;;65197
3241;Overbeckstraße;;;;;;3;Südost;;;;;;65187
970;Pagenstecherstraße;;;;;;1;Mitte;;;;;;65183
971;Palmstraße;;;;;;14;Biebrich;;;;;;65187
972;Panoramastraße;;;;;;16;Dotzheim;;;;;;65199
973;Panoramaweg;;;;;;2;Nordost;;;;;;65191
3213;Pappelweg;;;;;;31;Naurod;;;;;;65207
3287;Paracelsusweg;;;;;;14;Biebrich;;;;;;65203
975;Parkstraße;gerade;4;;42;A;2;Nordost;;;;;;65189
975;Parkstraße;ungerade;7;;43;;2;Nordost;;;;;;65189
975;Parkstraße;gerade;44;;46;;2;Nordost;;;;;;65191
975;Parkstraße;ungerade;53;;105;;11;Sonnenberg;;;;;;65191
977;Parkweg;;;;;;11;Sonnenberg;;;;;;65191
979;Parsifalstraße;;;;;;14;Biebrich;;;;;;65187
5139;Passauer Straße;;;;;;53;Mz-Kostheim;;;;;;55246
1360;Patrickstraße;;;;;;12;Bierstadt;;;;;;65191
982;Paul-Ehrlich-Straße;;;;;;14;Biebrich;;;;;;65203
983;Paul-Friedländer-Straße;;;;;;14;Biebrich;;;;;;65203
984;Paul-Gerhardt-Straße;;;;;;16;Dotzheim;;;;;;65199
980;Paul-Lazarus-Straße;;;;;;7;Klarenthal;;;;;;65197
981;Paulinenstraße;;;;;;2;Nordost;;;;;;65189
5140;Paulusplatz;;;;;;52;Mz-Kastel;;;;;;55252
985;Pestalozzistraße;;;;;;14;Biebrich;;;;;;65203
5203;Peter-Sander-Straße;;;;;;52;Mz-Kastel;;;;;;55252
5427;Petersaue;;;;;;52;Mz-Kastel;;;;;;55252
5439;Petersaue Kläranlage WP;;;;;;51;Mz-Amöneburg;;;;;;65203
5144;Petersweg;ungerade;1;;69;;52;Mz-Kastel;;;;;;55252
5144;Petersweg;gerade;2;;64;;52;Mz-Kastel;;;;;;55252
5144;Petersweg;gerade;78;;78;;52;Mz-Kastel;;;;;;55252
986;Pfälzer Straße;ungerade;1;;9;;14;Biebrich;;;;;;65203
986;Pfälzer Straße;gerade;2;;22;;14;Biebrich;;;;;;65203
3012;Pfälzer-Wald-Straße;;;;;;26;Delkenheim;;;;;;65205
987;Pfahlerstraße;;;;;;11;Sonnenberg;;;;;;65193
5392;Pfandlochweg;;;;;;53;Mz-Kostheim;;;;;;55246
3013;Pfanngasse;;;;;;34;Breckenheim;;;;;;65207
3715;Pfarrer-Ruhl-Platz;;;;;;12;Bierstadt;;;;;;65191
2514;Pfarrer-Rumpf-Straße;;;;;;13;Erbenheim;;;;;;65205
2607;Pfarrgasse;;;;;;34;Breckenheim;;;;;;65207
2209;Pfarrgewann Distrikt;;;;;;27;Schierstein;;;;;;65201
3612;Pfarrmorgen;ungerade;1;;7;;26;Delkenheim;;;;;;65205
3612;Pfarrmorgen;gerade;2;;6;;26;Delkenheim;;;;;;65205
990;Pfarrstraße;;;;;;23;Kloppenheim;;;;;;65207
3014;Pfingstbornstraße;;;;;;34;Breckenheim;;;;;;65207
3015;Pfingstwiesenstraße;;;;;;33;Medenbach;;;;;;65207
2219;Pfortenstraße;ungerade;1;;41;;23;Kloppenheim;;;;;;65207
2219;Pfortenstraße;gerade;2;;26;;23;Kloppenheim;;;;;;65207
2219;Pfortenstraße;ungerade;51;;53;;23;Kloppenheim;;;;;;65207
3606;Pfr.-Wermelskirchen-Weg;;;;;;16;Dotzheim;;;;;;65199
2221;Philipp-Holl-Straße;;;;;;6;Rheingauviertel, Hollerborn;;;;;;65195
994;Philippsbergstraße;;;;;;2;Nordost;;;;;;65195
5149;Philippsring;;;;;;52;Mz-Kastel;;;;;;55252
3210;Pinienweg;;;;;;26;Delkenheim;;;;;;65205
996;Pirolweg;;;;;;16;Dotzheim;;;;;;65199
997;Platanenstraße;;;;;;14;Biebrich;;;;;;65187
998;Platte Hausgruppe;;;;;;2;Nordost;;;;;;65195
999;Platter Straße;ungerade;1;A;1;I;1;Mitte;;;;;;65193
999;Platter Straße;gerade;2;;178;;2;Nordost;;;;;;65193
999;Platter Straße;ungerade;3;;11;C;2;Nordost;;;;;;65193
999;Platter Straße;ungerade;15;;81;;2;Nordost;;;;;;65193
999;Platter Straße;ungerade;83;;83;;2;Nordost;;;;;;65193
999;Platter Straße;gerade;200;;200;;2;Nordost;;;;;;65195
1001;Platz d.Deutschen Einheit;;;;;;8;Westend, Bleichstraße;;;;;;65185
3018;Platzwiesstraße;;;;;;31;Naurod;;;;;;65207
1002;Plutoweg;;;;;;12;Bierstadt;;;;;;65191
1600;Pörtschacher Straße;;;;;;14;Biebrich;;;;;;65187
3019;Pommernstraße;;;;;;25;Nordenstadt;;;;;;65205
1004;Poststraße;;;;;;12;Bierstadt;;;;;;65191
3020;Potsdamer Straße;;;;;;25;Nordenstadt;;;;;;65205
1005;Prangestraße;;;;;;2;Nordost;;;;;;65193
1006;Presberger Straße;;;;;;6;Rheingauviertel, Hollerborn;;;;;;65197
1007;Prießnitzstraße;;;;;;14;Biebrich;;;;;;65203
1009;Prinz-Nikolas-Straße;;;;;;11;Sonnenberg;;;;;;65193
1010;Prinz-Ratibor-Straße;;;;;;3;Südost;;;;;;65187
1008;Prinzessin-Elisabeth-Str;;;;;;2;Nordost;;;;;;65193
1011;Privatstraße;;;;;;12;Bierstadt;;;;;;65191
1013;Quellbornstraße;ungerade;1;;43;;28;Frauenstein;;;;;;65201
1013;Quellbornstraße;gerade;2;;94;;28;Frauenstein;;;;;;65201
1013;Quellbornstraße;ungerade;95;;99;;28;Frauenstein;;;;;;65201
1014;Querfeldstraße;;;;;;2;Nordost;;;;;;65195
1015;Querstraße;;;;;;14;Biebrich;;;;;;65203
3557;Quittenweg;;;;;;25;Nordenstadt;;;;;;65205
1016;Raabestraße;;;;;;3;Südost;;;;;;65187
3658;Raiffeisenplatz;;;;;;3;Südost;;;;;;65189
1017;Raiffeisenstraße;;;;;;12;Bierstadt;;;;;;65191
1018;Rambacher Straße;;;;;;11;Sonnenberg;;;;;;65193
5151;Rampenstraße;;;;;;52;Mz-Kastel;;;;;;55252
3261;Raststätte Medenbach WP;;;;;;33;Medenbach;;;;;;65207
3025;Rathausplatz;;;;;;26;Delkenheim;;;;;;65205
1020;Rathausstraße;;;;;;14;Biebrich;;;;;;65203
5152;Rathausstraße /Ka;;;;;;52;Mz-Kastel;;;;;;55252
1021;Rathenauplatz;;;;;;14;Biebrich;;;;;;65203
5090;Rathenauplatz /Ka;;;;;;52;Mz-Kastel;;;;;;55252
5436;Ratsherrenweg;;;;;;52;Mz-Kastel;;;;;;55252
1022;Rauenthaler Straße;;;;;;6;Rheingauviertel, Hollerborn;;;;;;65197
5153;Raunheimer Straße;;;;;;53;Mz-Kostheim;;;;;;55246
3027;Rebenstraße;;;;;;34;Breckenheim;;;;;;65207
1023;Rebhuhnweg;;;;;;16;Dotzheim;;;;;;65199
1024;Regattastraße;;;;;;14;Biebrich;;;;;;65203
1026;Regerstraße;;;;;;2;Nordost;;;;;;65193
1517;Rehweg;;;;;;22;Heßloch;;;;;;65207
1028;Reichsapfelstraße;;;;;;27;Schierstein;;;;;;65201
1029;Reiherstraße;;;;;;27;Schierstein;;;;;;65201
1030;Reisstraße;;;;;;16;Dotzheim;;;;;;65199
5491;Rektor-Stamm-Weg;;;;;;53;Mz-Kostheim;;;;;;55246
1031;Rembrandtstraße;;;;;;2;Nordost;;;;;;65195
3678;Renettenring;;;;;;12;Bierstadt;;;;;;65191
1032;Rennbahnstraße;;;;;;13;Erbenheim;;;;;;65205
3448;Rettbergsau Distrikt;;;;;;27;Schierstein;;;;;;65203
1033;Rettbergsaue;;;;;;14;Biebrich;;;;;;65203
1034;Reuchlinstraße;;;;;;14;Biebrich;;;;;;65199
3235;Reutlinger Straße;;;;;;26;Delkenheim;;;;;;65205
1035;Rheinbahnstraße;;;;;;1;Mitte;;;;;;65185
1036;Rheinblickstraße;;;;;;14;Biebrich;;;;;;65187
1039;Rheingaustraße;ungerade;1;;39;;27;Schierstein;;;;;;65201
1039;Rheingaustraße;gerade;2;;28;B;27;Schierstein;;;;;;65201
1039;Rheingaustraße;gerade;30;;38;A;27;Schierstein;;;;;;65201
1039;Rheingaustraße;gerade;44;;46;;27;Schierstein;;;;;;65201
1039;Rheingaustraße;ungerade;51;;73;;27;Schierstein;;;;;;65201
1039;Rheingaustraße;gerade;56;;98;;14;Biebrich;;;;;;65203
1039;Rheingaustraße;ungerade;75;;107;;14;Biebrich;;;;;;65203
1039;Rheingaustraße;gerade;100;;138;;14;Biebrich;;;;;;65203
1039;Rheingaustraße;ungerade;109;;137;;14;Biebrich;;;;;;65203
1039;Rheingaustraße;gerade;140;;184;;14;Biebrich;;;;;;65203
1039;Rheingaustraße;ungerade;143;;171;;14;Biebrich;;;;;;65203
1039;Rheingaustraße;ungerade;173;;175;;14;Biebrich;;;;;;65203
1039;Rheingaustraße;gerade;186;;198;;14;Biebrich;;;;;;65203
1040;Rheingoldstraße;;;;;;14;Biebrich;;;;;;65203
3572;Rheinhüttenstraße;;;;;;14;Biebrich;;;;;;65203
1041;Rheinlandstraße;;;;;;12;Bierstadt;;;;;;65191
508;Rheinparkstraße;;;;;;14;Biebrich;;;;;;65203
1042;Rheinstraße;ungerade;1;;11;;3;Südost;;;;;;65189
1042;Rheinstraße;gerade;4;;4;;3;Südost;;;;;;65189
1042;Rheinstraße;gerade;6;;10;;3;Südost;;;;;;65185
1042;Rheinstraße;ungerade;15;;59;;1;Mitte;;;;;;65185
1042;Rheinstraße;gerade;20;;56;;1;Mitte;;;;;;65185
1042;Rheinstraße;gerade;60;;108;;1;Mitte;;;;;;65185
1042;Rheinstraße;ungerade;65;;123;;1;Mitte;;;;;;65185
1043;Rheintalstraße;;;;;;16;Dotzheim;;;;;;65199
5154;Rheinufer;ungerade;1;;17;;52;Mz-Kastel;;;;;;55252
5154;Rheinufer;gerade;2;;12;;52;Mz-Kastel;;;;;;55252
5154;Rheinufer;ungerade;19;;19;;52;Mz-Kastel;;;;;;55252
1044;Rhönstraße;;;;;;14;Biebrich;;;;;;65187
1045;Richard-Otto-Straße;;;;;;7;Klarenthal;;;;;;65197
1046;Richard-Strauss-Straße;;;;;;2;Nordost;;;;;;65193
1048;Richard-Wagner-Straße;;;;;;2;Nordost;;;;;;65193
1049;Riederbergstraße;;;;;;2;Nordost;;;;;;65195
3030;Riedhof WP;;;;;;25;Nordenstadt;;;;;;65207
1050;Riedstraße;;;;;;14;Biebrich;;;;;;65187
1052;Riehlstraße;;;;;;14;Biebrich;;;;;;65203
3031;Rieslingstraße;;;;;;34;Breckenheim;;;;;;65207
1053;Rietschelstraße;;;;;;2;Nordost;;;;;;65195
3032;Rilkestraße;;;;;;31;Naurod;;;;;;65207
1054;Ringofenstraße;;;;;;27;Schierstein;;;;;;65201
1055;Ringstraße;;;;;;13;Erbenheim;;;;;;65205
5155;Rinkerweg;;;;;;52;Mz-Kastel;;;;;;55252
1056;Rittershausstraße;;;;;;14;Biebrich;;;;;;65187
1057;Ritterspfad;;;;;;12;Bierstadt;;;;;;65191
1058;Robert-Koch-Straße;ungerade;1;;23;;3;Südost;;;;;;65191
1058;Robert-Koch-Straße;gerade;6;;24;;12;Bierstadt;;;;;;65191
418;Robert-Krekel-Anlage;;;;;;14;Biebrich;;;;;;65203
3688;Robert-Schäfer-Weg;;;;;;27;Schierstein;;;;;;65201
3496;Robert-Schuman-Straße;;;;;;6;Rheingauviertel, Hollerborn;;;;;;65197
3033;Robert-Stolz-Straße;ungerade;1;;1;;25;Nordenstadt;;;;;;65205
3033;Robert-Stolz-Straße;gerade;2;;16;;25;Nordenstadt;;;;;;65205
3033;Robert-Stolz-Straße;ungerade;3;;35;;25;Nordenstadt;;;;;;65205
5156;Rochusplatz;;;;;;52;Mz-Kastel;;;;;;55252
1060;Röderstraße;;;;;;1;Mitte;;;;;;65183
1061;Römerberg;;;;;;1;Mitte;;;;;;65183
5207;Römerfeld;;;;;;53;Mz-Kostheim;;;;;;55246
1062;Römergasse;;;;;;16;Dotzheim;;;;;;65199
3035;Römerstraße;;;;;;26;Delkenheim;;;;;;65205
5432;Römerstraße /Ka;;;;;;52;Mz-Kastel;;;;;;55252
1063;Römerweg;;;;;;14;Biebrich;;;;;;65187
1064;Röntgenstraße;;;;;;14;Biebrich;;;;;;65203
1065;Rößlerstraße;;;;;;2;Nordost;;;;;;65193
1066;Roonstraße;;;;;;8;Westend, Bleichstraße;;;;;;65195
5157;Roonstraße /Ka;;;;;;52;Mz-Kastel;;;;;;55252
1067;Roseggerstraße;;;;;;3;Südost;;;;;;65187
5158;Rosengasse;;;;;;53;Mz-Kostheim;;;;;;55246
3229;Rosenheimer Straße;ungerade;1;;23;;26;Delkenheim;;;;;;65205
3229;Rosenheimer Straße;gerade;2;;12;;26;Delkenheim;;;;;;65205
3229;Rosenheimer Straße;ungerade;27;;37;;26;Delkenheim;;;;;;65205
1068;Rosenstraße;;;;;;2;Nordost;;;;;;65189
1069;Rosenthalstraße;;;;;;14;Biebrich;;;;;;65187
3271;Rosmarinweg;;;;;;11;Sonnenberg;;;;;;65191
1070;Rosselstraße;;;;;;2;Nordost;;;;;;65193
3038;Rossertstraße;;;;;;33;Medenbach;;;;;;65207
1071;Rostocker Straße;;;;;;12;Bierstadt;;;;;;65191
3040;Rothenbergstraße;;;;;;34;Breckenheim;;;;;;65207
1073;Rothstraße;;;;;;2;Nordost;;;;;;65195
1074;Rotkäppchenplatz;;;;;;16;Dotzheim;;;;;;65199
1075;Rotkäppchenweg;;;;;;16;Dotzheim;;;;;;65199
3554;Rotkehlchenweg;;;;;;25;Nordenstadt;;;;;;65205
3041;Rudolf-Dietz-Straße;;;;;;31;Naurod;;;;;;65207
306;Rudolf-Dyckerhoff-Straße;;;;;;14;Biebrich;;;;;;65203
1077;Rudolf-Vogt-Straße;;;;;;14;Biebrich;;;;;;65187
1078;Rudolfstraße;;;;;;16;Dotzheim;;;;;;65197
1079;Rückertstraße;;;;;;3;Südost;;;;;;65187
1080;Rüdesheimer Straße;;;;;;6;Rheingauviertel, Hollerborn;;;;;;65197
1081;Rüdigerstraße;;;;;;3;Südost;;;;;;65189
3042;Rüsselgasse;;;;;;25;Nordenstadt;;;;;;65205
5159;Rüsselsheimer Straße;;;;;;53;Mz-Kostheim;;;;;;55246
1082;Rüthstraße;;;;;;3;Südost;;;;;;65189
1083;Ruhbergstraße;;;;;;2;Nordost;;;;;;65193
1084;Rumpelstilzchenweg;;;;;;16;Dotzheim;;;;;;65199
1086;Saalgasse;ungerade;1;;11;;1;Mitte;;;;;;65183
1086;Saalgasse;gerade;2;;40;;1;Mitte;;;;;;65183
1087;Saarbrücker Allee;ungerade;5;B;13;;27;Schierstein;;;;;;65201
1087;Saarbrücker Allee;gerade;22;;44;;27;Schierstein;;;;;;65201
1088;Saarburger Straße;;;;;;14;Biebrich;;;;;;65203
1090;Saarstraße;ungerade;1;;17;;27;Schierstein;;;;;;65201
1090;Saarstraße;gerade;2;;20;;27;Schierstein;;;;;;65201
1090;Saarstraße;ungerade;19;;25;;27;Schierstein;;;;;;65201
1090;Saarstraße;ungerade;41;;43;;27;Schierstein;;;;;;65201
1090;Saarstraße;gerade;66;;80;;27;Schierstein;;;;;;65201
1090;Saarstraße;gerade;114;;150;;27;Schierstein;;;;;;65201
1090;Saarstraße;ungerade;209;;209;;14;Biebrich;;;;;;65199
1090;Saarstraße;gerade;222;;230;;14;Biebrich;;;;;;65199
